rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1532	c1331	c1332	e0985	1.2.-.-	C14689		C03678	
r1530	c1329	c1331	e0551	1.14.14.1	C14452		C14689	
r1533	c1332	c1333			C03678		C03548	
r1534	c1333	c0008	e0551	1.14.14.1	C03548		C03547	C00160
r1570	c1368	c0122	e0854	1.5.8.2	C14452		C00067	
