rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1450	c1254	c1255	e0922	1.14.12.-			C07733	
r1451	c1255	c0128	e0923	1.13.11.-	C07733		C00146	C15584
r0696	c0128	c0097	e0208	1.14.13.7	C00146	C15584	C00090	C15571;C05060;C01785
r1020	c0900	c0128	e0630	1.14.-.-	C16200		C00146	C15584
r1453	c1254	c0128	e0925	1.14.12.-			C00146	C15584
