rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0587	c0557	c0014	e0388	1.14.14.10	C14695		C00048	
r0588	c0557	c0014	e0389	1.5.99.-	C14695		C00048	
r0589	c0558	c0014	e0390	1.5.-.-	C19911		C00048	
