rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1839	c1602	c1603	e1246	1.1.-.-	C10935		C10935	
r1840	c1603	c1601	e1247	1.2.-.-	C10935		C10935	
r1566	c1352	c0243	e1021	3.5.1.-	C10935		C07211	
r1589	c1380	c0160	e0854	1.5.8.2	C21404		C00084	
r1590	c0920	c0160	e0058	1.4.9.1	C00797		C00084	
r1837	c1352	c1600	e1245	1.5.99.-	C10935		C10935	
r1838	c1352	c1602	e1244	1.14.-.-	C10935		C10935	
