Rxn	KO	Reac	Prod	Path	ReacProd	ENZYME	stoichReac	stoichProd
R01033	K20808	C00090	C02357	1120	C02357 <=> C00090	1.14.12.13	1	1
R01033	K20808	C02357	C00090	364	C02357 => C00090	1.14.12.13	1	1
R01033	K20808	C02357	C00090	1120	C02357 <=> C00090	1.14.12.13	1	1
R01033	K20809	C00090	C02357	1120	C02357 <=> C00090	1.18.1.3	1	1
R01033	K20809	C02357	C00090	364	C02357 => C00090	1.18.1.3	1	1
R01033	K20809	C02357	C00090	1120	C02357 <=> C00090	1.18.1.3	1	1
R00292	K20812	C00029	C00718	500	C00029 => C00718	2.4.1.242	1	1
R02421	K20812	C00498	C00718	500	C00498 => C00718	2.4.1.242	1	1
R04950	K20838	C00024	C05727	480	C05726 + C00024 => C05727	2.3.1.80	1	1
R04950	K20838	C05726	C05727	480	C05726 + C00024 => C05727	2.3.1.80	1	1
R01762	K20844	C02474	C00259	520	C02474 => C00259	3.2.1.55	1	1
R00947	K20866	C00103	C00267	10	C00103 => C00267	3.1.3.10	1	1
R00947	K20866	C00103	C00267	1120	C00267 <=> C00103	3.1.3.10	1	1
R00947	K20866	C00267	C00103	1120	C00267 <=> C00103	3.1.3.10	1	1
R00183	K20881	C00020	C00212	230	C00020 => C00212	3.1.3.5	1	1
R00511	K20881	C00055	C00475	240	C00055 => C00475	3.1.3.5	1	1
R00963	K20881	C00105	C00299	240	C00105 => C00299	3.1.3.5	1	1
R01126	K20881	C00130	C00294	230	C00130 => C00294	3.1.3.5	1	1
R01227	K20881	C00144	C00387	230	C00144 => C00387	3.1.3.5	1	1
R01569	K20881	C00364	C00214	240	C00364 => C00214	3.1.3.5	1	1
R01664	K20881	C00239	C00881	240	C00239 => C00881	3.1.3.5	1	1
R01968	K20881	C00330	C00362	230	C00362 <=> C00330	3.1.3.5	1	1
R01968	K20881	C00362	C00330	230	C00362 <=> C00330	3.1.3.5	1	1
R02088	K20881	C00360	C00559	230	C00360 <=> C00559	3.1.3.5	1	1
R02088	K20881	C00559	C00360	230	C00360 <=> C00559	3.1.3.5	1	1
R02102	K20881	C00365	C00526	240	C00365 => C00526	3.1.3.5	1	1
R02323	K20881	C00455	C03150	760	C00455 => C03150	3.1.3.5	1	1
R02719	K20881	C00655	C01762	230	C00655 => C01762	3.1.3.5	1	1
R02719	K20881	C00655	C01762	1110	C00655 <=> C01762	3.1.3.5	1	1
R02719	K20881	C01762	C00655	1110	C00655 <=> C01762	3.1.3.5	1	1
R03346	K20881	C01185	C05841	760	C01185 <=> C05841	3.1.3.5	1	1
R03346	K20881	C05841	C01185	760	C01185 <=> C05841	3.1.3.5	1	1
R05249	K20943	C01751	C02814	361	C01751 => C02814	1.14.13.219	1	1
R05249	K20943	C01751	C02814	1120	C01751 <=> C02814	1.14.13.219	1	1
R05249	K20943	C02814	C01751	1120	C01751 <=> C02814	1.14.13.219	1	1
R08396	K20979	C00341	C01500	902	C00341 => C01500	3.1.7.11	1	1
R08396	K20979	C00341	C01500	1062	C00341 => C01500	3.1.7.11	1	1
R08396	K20979	C00341	C01500	1110	C00341 <=> C01500	3.1.7.11	1	1
R08396	K20979	C01500	C00341	1110	C00341 <=> C01500	3.1.7.11	1	1
R05420	K20990	C02222	C06676	1120	C06676 <=> C02222	3.1.1.92	1	1
R05420	K20990	C06676	C02222	627	C06676 => C02222	3.1.1.92	1	1
R05420	K20990	C06676	C02222	1120	C06676 <=> C02222	3.1.1.92	1	1
R05880	K21026	C11809	C11810	901	C11809 => C11810	3.1.1.80	1	1
R05880	K21026	C11809	C11810	1110	C11809 <=> C11810	3.1.1.80	1	1
R05880	K21026	C11810	C11809	1110	C11809 <=> C11810	3.1.1.80	1	1
R07461	K21028	C15812	C15814	730	C15812 + C15813 => C15814	2.8.1.11	1	1
R07461	K21028	C15813	C15814	730	C15812 + C15813 => C15814	2.8.1.11	1	1
R07459	K21029	C15810	C15813	730	C15810 => C15813	2.7.7.80	1	1
R02921	K21030	C00789	C01068	40	C01068 <=> C00789	2.7.7.40	1	1
R02921	K21030	C01068	C00789	40	C01068 <=> C00789	2.7.7.40	1	1
R02921	K21031	C00789	C01068	40	C01068 <=> C00789	2.7.7.40	1	1
R02921	K21031	C01068	C00789	40	C01068 <=> C00789	2.7.7.40	1	1
R01244	K21053	C00147	C00262	230	C00147 => C00262	3.5.4.2	1	1
R00513	K21057	C00475	C00055	240	C00475 => C00055	2.7.1.213	1	1
R00964	K21057	C00299	C00105	240	C00299 => C00105	2.7.1.213	1	1
R01666	K21057	C00881	C00239	240	C00881 => C00239	2.7.1.213	1	1
R09061	K21058	C02139	C18157	860	C02139 => C18157	3.1.1.100	1	1
R02280	K21062	C04282	C00433	330	C04282 => C00433	3.5.4.22	1	1
R07280	K21063	C04454	C04732	740	C04454 => C04732	3.1.3.104	1	1
R07280	K21064	C04454	C04732	740	C04454 => C04732	3.1.3.104	1	1
R03834	K21070	C02106	C05174	950	C02106 => C05174	1.14.19.65	1	1
R03834	K21070	C02106	C05174	1110	C05174 <=> C02106	1.14.19.65	1	1
R03834	K21070	C05174	C02106	1110	C05174 <=> C02106	1.14.19.65	1	1
R08784	K21120	C09844	C03092	902	C09844 => C03092	1.14.14.133	1	1
R00336	K21138	C00035	C01228	230	C01228 <=> C00035	3.1.7.2	1	1
R00336	K21138	C01228	C00035	230	C01228 <=> C00035	3.1.7.2	1	1
R09395	K21142	C18239	C05924	790	C18239 => C05924	2.8.1.12	1	1
R08440	K21208	C16702	C16703	950	C16702 => C16703	1.14.19.50	1	1
R08440	K21208	C16702	C16703	1110	C16702 <=> C16703	1.14.19.50	1	1
R08440	K21208	C16703	C16702	1110	C16702 <=> C16703	1.14.19.50	1	1
R03223	K21220	C04327	C01081	730	C04327 + C04752 => C01081	2.5.1.3	1	1
R03223	K21220	C04752	C01081	730	C04327 + C04752 => C01081	2.5.1.3	1	1
R09246	K21268	C00353	C01230	900	C00353 => C01230	2.5.1.82	1	1
R09246	K21268	C00353	C01230	1110	C00353 <=> C01230	2.5.1.82	1	1
R09246	K21268	C01230	C00353	1110	C00353 <=> C01230	2.5.1.82	1	1
R09245	K21274	C00448	C01230	900	C00448 => C01230	2.5.1.83	1	1
R09245	K21274	C00448	C01230	1110	C00448 <=> C01230	2.5.1.83	1	1
R09245	K21274	C01230	C00448	1110	C00448 <=> C01230	2.5.1.83	1	1
R09245	K21275	C00448	C01230	900	C00448 => C01230	2.5.1.83	1	1
R09245	K21275	C00448	C01230	1110	C00448 <=> C01230	2.5.1.83	1	1
R09245	K21275	C01230	C00448	1110	C00448 <=> C01230	2.5.1.83	1	1
R04545	K21289	C04637	C05981	562	C04637 => C05981	2.7.1.153	1	1
R04545	K21289	C04637	C05981	4070	C04637 => C05981	2.7.1.153	1	1
R06291	K21292	C06090	C11872	904	C06090 => C11872	1.14.14.86	1	1
R06291	K21292	C06090	C11872	1110	C06090 <=> C11872	1.14.14.86	1	1
R06291	K21292	C11872	C06090	1110	C06090 <=> C11872	1.14.14.86	1	1
R06292	K21292	C11872	C11873	904	C11872 => C11873	1.14.14.86	1	1
R06292	K21292	C11872	C11873	1110	C11872 <=> C11873	1.14.14.86	1	1
R06292	K21292	C11873	C11872	1110	C11872 <=> C11873	1.14.14.86	1	1
R06293	K21292	C11873	C11874	904	C11873 => C11874	1.14.14.86	1	1
R06293	K21292	C11873	C11874	1110	C11873 <=> C11874	1.14.14.86	1	1
R06293	K21292	C11874	C11873	1110	C11873 <=> C11874	1.14.14.86	1	1
R05459	K21301	C03206	C06570	253	C03206 => C06570	1.3.98.4	1	1
R05459	K21301	C03206	C06570	1057	C03206 => C06570	1.3.98.4	1	1
R05459	K21301	C03206	C06570	1110	C03206 <=> C06570	1.3.98.4	1	1
R05459	K21301	C06570	C03206	1110	C03206 <=> C06570	1.3.98.4	1	1
R09192	K21301	C06624	C18296	1110	C18296 <=> C06624	1.3.98.4	1	1
R09192	K21301	C18296	C06624	253	C18296 => C06624	1.3.98.4	1	1
R09192	K21301	C18296	C06624	1057	C18296 => C06624	1.3.98.4	1	1
R09192	K21301	C18296	C06624	1110	C18296 <=> C06624	1.3.98.4	1	1
R08437	K21311	C16701	C16702	950	C16701 => C16702	2.1.1.336	1	1
R08437	K21311	C16701	C16702	1110	C16701 <=> C16702	2.1.1.336	1	1
R08437	K21311	C16702	C16701	1110	C16701 <=> C16702	2.1.1.336	1	1
R02773	K21328	C11907	C04268	523	C11907 => C04268	2.6.1.33	1	1
R05646	K21344	C07836	C11472	540	C07836 => C11472	2.7.1.167	1	1
R05644	K21345	C07838	C06397	540	C07838 => C06397	2.7.7.70	1	1
R08618	K21346	C00073	C00151	1110	C00073 <=> C00151 + C01180	2.6.1.88	1	1
R08618	K21346	C00073	C01180	966	C00073 <=> C01180	2.6.1.88	1	1
R08618	K21346	C00073	C01180	1110	C00073 <=> C00151 + C01180	2.6.1.88	1	1
R08618	K21346	C00151	C00073	1110	C00073 <=> C00151 + C01180	2.6.1.88	1	1
R08618	K21346	C01180	C00073	966	C00073 <=> C01180	2.6.1.88	1	1
R08618	K21346	C01180	C00073	1110	C00073 <=> C00151 + C01180	2.6.1.88	1	1
R08621	K21360	C17211	C17212	1110	C17212 <=> C17211	1.1.1.85	1	1
R08621	K21360	C17212	C17211	966	C17212 => C17211	1.1.1.85	1	1
R08621	K21360	C17212	C17211	1110	C17212 <=> C17211	1.1.1.85	1	1
R08625	K21360	C17215	C17216	966	C17215 => C17216	1.1.1.85	1	1
R08629	K21360	C17219	C17220	966	C17219 => C17220	1.1.1.85	1	1
R08636	K21360	C17223	C17224	966	C17223 => C17224	1.1.1.85	1	1
R08642	K21360	C17227	C17228	966	C17227 => C17228	1.1.1.85	1	1
R08646	K21360	C17231	C17232	966	C17231 => C17232	1.1.1.85	1	1
R04426	K21360	C04236	C04411	290	C04411 <=> C04236	1.1.1.85	1	1
R04426	K21360	C04236	C04411	1110	C04411 <=> C04236	1.1.1.85	1	1
R04426	K21360	C04411	C04236	290	C04411 <=> C04236	1.1.1.85	1	1
R04426	K21360	C04411	C04236	1110	C04411 <=> C04236	1.1.1.85	1	1
R08006	K21372	C06561	C16407	941	C06561 => C16407	2.4.1.286	1	1
R08007	K21372	C15525	C16408	941	C15525 => C16408	2.4.1.286	1	1
R06544	K21383	C08604	C12095	942	C08604 => C12095	2.3.1.215	1	1
R06545	K21383	C08639	C12096	942	C08639 => C12096	2.3.1.215	1	1
R07873	K21383	C12137	C16297	942	C12137 => C16297	2.3.1.215	1	1
R07876	K21383	C08725	C12640	942	C08725 => C12640	2.3.1.215	1	1
R07926	K21383	C12138	C16367	942	C12138 => C16367	2.3.1.215	1	1
R07927	K21383	C12137	C16368	942	C12137 => C16368	2.3.1.215	1	1
R07928	K21383	C08604	C16369	942	C08604 => C16369	2.3.1.215	1	1
R07929	K21383	C12138	C16370	942	C12138 => C16370	2.3.1.215	1	1
R00497	K21456	C00037	C00051	480	C00037 + C00669 => C00051	6.3.2.3	1	1
R00497	K21456	C00669	C00051	480	C00037 + C00669 => C00051	6.3.2.3	1	1
R07750	K21513	C10516	C16230	1110	C16230 <=> C10516	2.1.1.270	1	1
R07750	K21513	C16230	C10516	943	C16230 => C10516	2.1.1.270	1	1
R07750	K21513	C16230	C10516	1110	C16230 <=> C10516	2.1.1.270	1	1
R08791	K21580	C09581	C17591	1110	C17591 <=> C09581	2.1.1.337	1	1
R08791	K21580	C17591	C09581	950	C17591 => C09581	2.1.1.337	1	1
R08791	K21580	C17591	C09581	1110	C17591 <=> C09581	2.1.1.337	1	1
R08004	K21581	C16416	C16417	941	C16416 => C16417	2.1.1.338	1	1
R06968	K21593	C08733	C08737	1120	C08737 <=> C08733	3.5.4.45	1	1
R06968	K21593	C08737	C08733	791	C08737 => C08733	3.5.4.45	1	1
R06968	K21593	C08737	C08733	1120	C08737 <=> C08733	3.5.4.45	1	1
R06969	K21593	C08733	C08734	791	C08733 => C08734	3.5.4.45	1	1
R06969	K21593	C08733	C08734	1120	C08733 <=> C08734	3.5.4.45	1	1
R06969	K21593	C08734	C08733	1120	C08733 <=> C08734	3.5.4.45	1	1
R02928	K21620	C01697	C00795	52	C01697 => C00795	1.1.1.16	1	1
R02927	K21621	C00795	C01097	52	C00795 <=> C01097	2.7.1.101	1	1
R02927	K21621	C01097	C00795	52	C00795 <=> C01097	2.7.1.101	1	1
R02408	K21623	C00491	C01962	270	C00491 => C01962	4.4.1.35	1	1
R05499	K21647	C06789	C06790	625	C06789 => C06790	1.21.99.5	1	1
R05499	K21647	C06789	C06790	1120	C06789 <=> C06790	1.21.99.5	1	1
R05499	K21647	C06790	C06789	1120	C06789 <=> C06790	1.21.99.5	1	1
R05500	K21647	C06790	C06791	625	C06790 => C06791	1.21.99.5	1	1
R05500	K21647	C06790	C06791	1120	C06790 <=> C06791	1.21.99.5	1	1
R05500	K21647	C06791	C06790	1120	C06790 <=> C06791	1.21.99.5	1	1
R05501	K21647	C06790	C06792	625	C06790 => C06792	1.21.99.5	1	1
R05501	K21647	C06790	C06792	1120	C06790 <=> C06792	1.21.99.5	1	1
R05501	K21647	C06792	C06790	1120	C06790 <=> C06792	1.21.99.5	1	1
R07980	K21673	C07481	C16361	232	C07481 => C16361	1.17.5.2	1	1
R07980	K21673	C07481	C16361	1120	C07481 <=> C16361	1.17.5.2	1	1
R07980	K21673	C16361	C07481	1120	C07481 <=> C16361	1.17.5.2	1	1
R07980	K21674	C07481	C16361	232	C07481 => C16361	1.17.5.2	1	1
R07980	K21674	C07481	C16361	1120	C07481 <=> C16361	1.17.5.2	1	1
R07980	K21674	C16361	C07481	1120	C07481 <=> C16361	1.17.5.2	1	1
R07980	K21675	C07481	C16361	232	C07481 => C16361	1.17.5.2	1	1
R07980	K21675	C07481	C16361	1120	C07481 <=> C16361	1.17.5.2	1	1
R07980	K21675	C16361	C07481	1120	C07481 <=> C16361	1.17.5.2	1	1
R01524	K21680	C00199	C01068	40	C01068 <=> C00199	1.1.1.137	1	1
R01524	K21680	C01068	C00199	40	C01068 <=> C00199	1.1.1.137	1	1
R01525	K21680	C00199	C01068	40	C01068 <=> C00199	1.1.1.137	1	1
R01525	K21680	C01068	C00199	40	C01068 <=> C00199	1.1.1.137	1	1
R09234	K21683	C18315	C18316	633	C18315 => C18316	1.14.13.210	1	1
R09234	K21683	C18315	C18316	1120	C18315 <=> C18316	1.14.13.210	1	1
R09234	K21683	C18316	C18315	1120	C18315 <=> C18316	1.14.13.210	1	1
R03842	K21692	C02915	C02134	950	C02915 => C02134	1.14.14.97	1	1
R04700	K21692	C05189	C06163	1110	C05189 <=> C06163	1.14.14.97	1	1
R04700	K21692	C06163	C05189	950	C06163 => C05189	1.14.14.97	1	1
R04700	K21692	C06163	C05189	1110	C05189 <=> C06163	1.14.14.97	1	1
R04699	K21693	C05189	C05190	950	C05189 => C05190	1.14.14.98	1	1
R04699	K21693	C05189	C05190	1110	C05189 <=> C05190	1.14.14.98	1	1
R04699	K21693	C05190	C05189	1110	C05189 <=> C05190	1.14.14.98	1	1
R07955	K21722	C07480	C07481	1110	C07480 <=> C07481	1.14.13.178	1	1
R07955	K21722	C07480	C07481	1120	C07481 <=> C07480	1.14.13.178	1	1
R07955	K21722	C07481	C07480	232	C07481 => C07480	1.14.13.178	1	1
R07955	K21722	C07481	C07480	1120	C07481 <=> C07480	1.14.13.178	1	1
R07955	K21722	C07481	C07480	1110	C07480 <=> C07481	1.14.13.178	1	1
R07956	K21722	C07480	C07481	1110	C07480 <=> C07481	1.14.13.178	1	1
R07956	K21722	C07480	C07481	1120	C07481 <=> C07480	1.14.13.178	1	1
R07956	K21722	C07481	C07480	232	C07481 => C07480	1.14.13.178	1	1
R07956	K21722	C07481	C07480	1120	C07481 <=> C07480	1.14.13.178	1	1
R07956	K21722	C07481	C07480	1110	C07480 <=> C07481	1.14.13.178	1	1
R07957	K21722	C13747	C16353	232	C13747 => C16353	1.14.13.178	1	1
R07957	K21722	C13747	C16353	1120	C13747 <=> C16353	1.14.13.178	1	1
R07957	K21722	C16353	C13747	1120	C13747 <=> C16353	1.14.13.178	1	1
R07958	K21722	C13747	C16353	232	C13747 => C16353	1.14.13.178	1	1
R07958	K21722	C13747	C16353	1120	C13747 <=> C16353	1.14.13.178	1	1
R07958	K21722	C16353	C13747	1120	C13747 <=> C16353	1.14.13.178	1	1
R07969	K21722	C00385	C16358	1110	C00385 <=> C16358	1.14.13.178	1	1
R07969	K21722	C00385	C16358	1120	C16358 <=> C00385	1.14.13.178	1	1
R07969	K21722	C16358	C00385	232	C16358 => C00385	1.14.13.178	1	1
R07969	K21722	C16358	C00385	1120	C16358 <=> C00385	1.14.13.178	1	1
R07969	K21722	C16358	C00385	1110	C00385 <=> C16358	1.14.13.178	1	1
R07970	K21722	C00385	C16358	1110	C00385 <=> C16358	1.14.13.178	1	1
R07970	K21722	C00385	C16358	1120	C16358 <=> C00385	1.14.13.178	1	1
R07970	K21722	C16358	C00385	232	C16358 => C00385	1.14.13.178	1	1
R07970	K21722	C16358	C00385	1120	C16358 <=> C00385	1.14.13.178	1	1
R07970	K21722	C16358	C00385	1110	C00385 <=> C16358	1.14.13.178	1	1
R07973	K21722	C07130	C16357	232	C07130 => C16357	1.14.13.178	1	1
R07973	K21722	C07130	C16357	1110	C07130 <=> C16357	1.14.13.178	1	1
R07973	K21722	C07130	C16357	1120	C07130 <=> C16357	1.14.13.178	1	1
R07973	K21722	C16357	C07130	1110	C07130 <=> C16357	1.14.13.178	1	1
R07973	K21722	C16357	C07130	1120	C07130 <=> C16357	1.14.13.178	1	1
R07974	K21722	C07130	C16357	232	C07130 => C16357	1.14.13.178	1	1
R07974	K21722	C07130	C16357	1110	C07130 <=> C16357	1.14.13.178	1	1
R07974	K21722	C07130	C16357	1120	C07130 <=> C16357	1.14.13.178	1	1
R07974	K21722	C16357	C07130	1110	C07130 <=> C16357	1.14.13.178	1	1
R07974	K21722	C16357	C07130	1120	C07130 <=> C16357	1.14.13.178	1	1
R07939	K21723	C07481	C13747	232	C07481 => C13747	1.14.13.179	1	1
R07939	K21723	C07481	C13747	1120	C07481 <=> C13747	1.14.13.179	1	1
R07939	K21723	C07481	C13747	1110	C13747 <=> C07481	1.14.13.179	1	1
R07939	K21723	C13747	C07481	1110	C13747 <=> C07481	1.14.13.179	1	1
R07939	K21723	C13747	C07481	1120	C07481 <=> C13747	1.14.13.179	1	1
R07954	K21723	C07481	C13747	232	C07481 => C13747	1.14.13.179	1	1
R07954	K21723	C07481	C13747	1120	C07481 <=> C13747	1.14.13.179	1	1
R07954	K21723	C07481	C13747	1110	C13747 <=> C07481	1.14.13.179	1	1
R07954	K21723	C13747	C07481	1110	C13747 <=> C07481	1.14.13.179	1	1
R07954	K21723	C13747	C07481	1120	C07481 <=> C13747	1.14.13.179	1	1
R07961	K21723	C07480	C16353	232	C07480 => C16353	1.14.13.179	1	1
R07961	K21723	C07480	C16353	1120	C07480 <=> C16353	1.14.13.179	1	1
R07961	K21723	C16353	C07480	1120	C07480 <=> C16353	1.14.13.179	1	1
R07962	K21723	C07480	C16353	232	C07480 => C16353	1.14.13.179	1	1
R07962	K21723	C07480	C16353	1120	C07480 <=> C16353	1.14.13.179	1	1
R07962	K21723	C16353	C07480	1120	C07480 <=> C16353	1.14.13.179	1	1
R07967	K21723	C00385	C16357	1110	C16357 <=> C00385	1.14.13.179	1	1
R07967	K21723	C00385	C16357	1120	C16357 <=> C00385	1.14.13.179	1	1
R07967	K21723	C16357	C00385	232	C16357 => C00385	1.14.13.179	1	1
R07967	K21723	C16357	C00385	1110	C16357 <=> C00385	1.14.13.179	1	1
R07967	K21723	C16357	C00385	1120	C16357 <=> C00385	1.14.13.179	1	1
R07968	K21723	C00385	C16357	1110	C16357 <=> C00385	1.14.13.179	1	1
R07968	K21723	C00385	C16357	1120	C16357 <=> C00385	1.14.13.179	1	1
R07968	K21723	C16357	C00385	232	C16357 => C00385	1.14.13.179	1	1
R07968	K21723	C16357	C00385	1110	C16357 <=> C00385	1.14.13.179	1	1
R07968	K21723	C16357	C00385	1120	C16357 <=> C00385	1.14.13.179	1	1
R07975	K21723	C07130	C16358	232	C07130 => C16358	1.14.13.179	1	1
R07975	K21723	C07130	C16358	1120	C07130 <=> C16358	1.14.13.179	1	1
R07975	K21723	C07130	C16358	1110	C16358 <=> C07130	1.14.13.179	1	1
R07975	K21723	C16358	C07130	1110	C16358 <=> C07130	1.14.13.179	1	1
R07975	K21723	C16358	C07130	1120	C07130 <=> C16358	1.14.13.179	1	1
R07976	K21723	C07130	C16358	232	C07130 => C16358	1.14.13.179	1	1
R07976	K21723	C07130	C16358	1120	C07130 <=> C16358	1.14.13.179	1	1
R07976	K21723	C07130	C16358	1110	C16358 <=> C07130	1.14.13.179	1	1
R07976	K21723	C16358	C07130	1110	C16358 <=> C07130	1.14.13.179	1	1
R07976	K21723	C16358	C07130	1120	C07130 <=> C16358	1.14.13.179	1	1
R07965	K21724	C00385	C16353	1120	C16353 <=> C00385	1.14.13.128	1	1
R07965	K21724	C16353	C00385	232	C16353 => C00385	1.14.13.128	1	1
R07965	K21724	C16353	C00385	1120	C16353 <=> C00385	1.14.13.128	1	1
R07966	K21724	C00385	C16353	1120	C16353 <=> C00385	1.14.13.128	1	1
R07966	K21724	C16353	C00385	232	C16353 => C00385	1.14.13.128	1	1
R07966	K21724	C16353	C00385	1120	C16353 <=> C00385	1.14.13.128	1	1
R01238	K21759	C00146	C00156	627	C00146 => C00156	4.1.1.61	1	1
R01238	K21759	C00146	C00156	1120	C00156 <=> C00146	4.1.1.61	1	1
R01238	K21759	C00156	C00146	1120	C00156 <=> C00146	4.1.1.61	1	1
R06746	K21780	C00148	C12470	401	C00148 => C12470	6.2.1.53	1	1
R06746	K21780	C00148	C12470	1110	C00148 <=> C12470	6.2.1.53	1	1
R06746	K21780	C12470	C00148	1110	C00148 <=> C12470	6.2.1.53	1	1
R05718	K21794	C01595	C07338	591	C01595 => C07338	1.13.11.45	1	1
R00690	K21795	C00079	C02505	360	C00079 => C02505	1.13.12.9	1	1
R05699	K21802	C00755	C06672	627	C00755 => C06672	1.2.1.67	1	1
R05699	K21802	C00755	C06672	1120	C00755 <=> C06672	1.2.1.67	1	1
R05699	K21802	C06672	C00755	1120	C00755 <=> C06672	1.2.1.67	1	1
R01522	K21840	C00198	C00221	1120	C00221 <=> C00198	1.1.3.5	1	1
R01522	K21840	C00221	C00198	30	C00221 => C00198	1.1.3.5	1	1
R01522	K21840	C00221	C00198	1120	C00221 <=> C00198	1.1.3.5	1	1
R05885	K21895	C11643	C11675	901	C11643 => C11675	2.1.1.94	1	1
R04013	K21896	C04578	C02673	901	C04578 => C02673	2.1.1.99	1	1
R00672	K21898	C00077	C00515	472	C00515 <=> C00077	5.1.1.12	1	1
R00672	K21898	C00515	C00077	472	C00515 <=> C00077	5.1.1.12	1	1
R04231	K21977	C00097	C04352	770	C03492 + C00097 => C04352	6.3.2.5	1	1
R04231	K21977	C03492	C04352	770	C03492 + C00097 => C04352	6.3.2.5	1	1
R08584	K22013	C05306	C05797	860	C05306 => C05797	4.99.1.10	1	1
R09033	K22013	C02139	C18021	860	C02139 => C18021	4.99.1.10	1	1
R09033	K22013	C02139	C18021	1110	C02139 <=> C18021	4.99.1.10	1	1
R09033	K22013	C18021	C02139	1110	C02139 <=> C18021	4.99.1.10	1	1
R05766	K22050	C00341	C06307	902	C00341 => C06307	4.2.3.120	1	1
R05766	K22050	C00341	C06307	1110	C00341 <=> C06307	4.2.3.120	1	1
R05766	K22050	C06307	C00341	1110	C00341 <=> C06307	4.2.3.120	1	1
R08695	K22064	C00448	C09666	909	C00448 => C09666	4.2.3.47	1	1
R01586	K22081	C00218	C01046	680	C00218 => C01046	2.1.1.21	1	1
R01586	K22081	C00218	C01046	1120	C00218 <=> C01046	2.1.1.21	1	1
R01586	K22081	C01046	C00218	1120	C00218 <=> C01046	2.1.1.21	1	1
R01586	K22082	C00218	C01046	680	C00218 => C01046	2.1.1.21	1	1
R01586	K22082	C00218	C01046	1120	C00218 <=> C01046	2.1.1.21	1	1
R01586	K22082	C01046	C00218	1120	C00218 <=> C01046	2.1.1.21	1	1
R01586	K22083	C00218	C01046	680	C00218 => C01046	2.1.1.21	1	1
R01586	K22083	C00218	C01046	1120	C00218 <=> C01046	2.1.1.21	1	1
R01586	K22083	C01046	C00218	1120	C00218 <=> C01046	2.1.1.21	1	1
R00609	K22084	C00067	C01046	1120	C01046 <=> C00067	1.5.99.5	1	1
R00609	K22084	C01046	C00067	680	C01046 => C00067	1.5.99.5	1	1
R00609	K22084	C01046	C00067	1120	C01046 <=> C00067	1.5.99.5	1	1
R00609	K22085	C00067	C01046	1120	C01046 <=> C00067	1.5.99.5	1	1
R00609	K22085	C01046	C00067	680	C01046 => C00067	1.5.99.5	1	1
R00609	K22085	C01046	C00067	1120	C01046 <=> C00067	1.5.99.5	1	1
R00609	K22086	C00067	C01046	1120	C01046 <=> C00067	1.5.99.5	1	1
R00609	K22086	C01046	C00067	680	C01046 => C00067	1.5.99.5	1	1
R00609	K22086	C01046	C00067	1120	C01046 <=> C00067	1.5.99.5	1	1
R00609	K22087	C00067	C01046	1120	C01046 <=> C00067	1.5.99.5	1	1
R00609	K22087	C01046	C00067	680	C01046 => C00067	1.5.99.5	1	1
R00609	K22087	C01046	C00067	1120	C01046 <=> C00067	1.5.99.5	1	1
R02880	K22089	C00757	C03329	1110	C03329 <=> C00757	1.3.3.8	1	1
R02880	K22089	C03329	C00757	950	C03329 => C00757	1.3.3.8	1	1
R02880	K22089	C03329	C00757	1110	C03329 <=> C00757	1.3.3.8	1	1
R03722	K22089	C01795	C04118	1110	C04118 <=> C01795	1.3.3.8	1	1
R03722	K22089	C04118	C01795	950	C04118 => C01795	1.3.3.8	1	1
R03722	K22089	C04118	C01795	1110	C04118 <=> C01795	1.3.3.8	1	1
R04703	K22089	C05191	C06162	950	C05191 => C06162	1.3.3.8	1	1
R08795	K22089	C02890	C05315	950	C02890 => C05315	1.3.3.8	1	1
R01558	K22133	C00209	C00313	630	C00209 => C00313	6.2.1.8	1	1
R03596	K22182	C05684	C01528	450	C01528 <= C05684	1.8.1.9	1	1
R09372	K22182	C18902	C05703	450	C18902 => C05703	1.8.1.9	1	1
R01429	K22185	C00181	C02266	40	C00181 => C02266	1.1.1.175	1	1
R02429	K22186	C00502	C03826	40	C00502 <=> C03826	4.2.1.82	1	1
R02429	K22186	C03826	C00502	40	C00502 <=> C03826	4.2.1.82	1	1
R01057	K22199	C00117	C00620	30	C00620 <=> C00117	5.4.2.7	1	1
R01057	K22199	C00117	C00620	230	C00620 <=> C00117	5.4.2.7	1	1
R01057	K22199	C00620	C00117	30	C00620 <=> C00117	5.4.2.7	1	1
R01057	K22199	C00620	C00117	230	C00620 <=> C00117	5.4.2.7	1	1
R02749	K22199	C00672	C00673	30	C00672 <=> C00673	5.4.2.7	1	1
R02749	K22199	C00673	C00672	30	C00672 <=> C00673	5.4.2.7	1	1
R03673	K22203	C01693	C04185	350	C01693 => C04185	5.3.3.12	1	1
R00782	K22207	C00022	C00097	270	C00097 <=> C00022	4.4.1.28	1	1
R00782	K22207	C00097	C00022	270	C00097 <=> C00022	4.4.1.28	1	1
R01583	K22210	C00217	C02237	471	C00217 => C02237	4.2.1.48	1	1
R01334	K22223	C00988	C00160	630	C00988 => C00160	3.1.3.18	1	1
R00229	K22224	C00024	C00033	10	C00024 => C00033	6.2.1.13	1	1
R00229	K22224	C00024	C00033	620	C00033 <=> C00024	6.2.1.13	1	1
R00229	K22224	C00024	C00033	1120	C00033 <=> C00024	6.2.1.13	1	1
R00229	K22224	C00033	C00024	620	C00033 <=> C00024	6.2.1.13	1	1
