Rxn	KO	Reac	Prod	Path	ReacProd	ENZYME	stoichReac	stoichProd
R01773	K00003	C00263	C00441	1110	C00263 <=> C00441	1.1.1.3	1	1
R01773	K00003	C00263	C00441	1120	C00263 <=> C00441	1.1.1.3	1	1
R01773	K00003	C00441	C00263	260	C00263 <=> C00441	1.1.1.3	1	1
R01773	K00003	C00441	C00263	270	C00263 <=> C00441	1.1.1.3	1	1
R01773	K00003	C00441	C00263	300	C00263 <=> C00441	1.1.1.3	1	1
R01773	K00003	C00441	C00263	1110	C00263 <=> C00441	1.1.1.3	1	1
R01773	K00003	C00441	C00263	1120	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00263	C00441	260	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00263	C00441	270	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00263	C00441	300	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00263	C00441	1110	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00263	C00441	1120	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00441	C00263	260	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00441	C00263	270	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00441	C00263	300	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00441	C00263	1110	C00263 <=> C00441	1.1.1.3	1	1
R01775	K00003	C00441	C00263	1120	C00263 <=> C00441	1.1.1.3	1	1
R01034	K00005	C00116	C00184	561	C00116 <=> C00184	1.1.1.6	1	1
R01034	K00005	C00184	C00116	561	C00116 <=> C00184	1.1.1.6	1	1
R00842	K00006	C00093	C00111	564	C00093 <=> C00111	1.1.1.8	1	1
R00842	K00006	C00111	C00093	564	C00093 <=> C00111	1.1.1.8	1	1
R00868	K00007	C00095	C00392	51	C00392 <=> C00095	1.1.1.11	1	1
R00868	K00007	C00392	C00095	51	C00392 <=> C00095	1.1.1.11	1	1
R05604	K00007	C00310	C01904	40	C01904 <=> C00310	1.1.1.11	1	1
R05604	K00007	C01904	C00310	40	C01904 <=> C00310	1.1.1.11	1	1
R00875	K00008	C00095	C00794	51	C00794 <=> C00095	1.1.1.14	1	1
R00875	K00008	C00794	C00095	51	C00794 <=> C00095	1.1.1.14	1	1
R01896	K00008	C00310	C00379	40	C00379 <=> C00310	1.1.1.14	1	1
R01896	K00008	C00379	C00310	40	C00379 <=> C00310	1.1.1.14	1	1
R02703	K00009	C00644	C05345	51	C00644 <=> C05345	1.1.1.17	1	1
R02703	K00009	C05345	C00644	51	C00644 <=> C05345	1.1.1.17	1	1
R01041	K00011	C00116	C00577	561	C00116 <=> C00577	1.1.1.21	1	1
R01041	K00011	C00577	C00116	561	C00577 => C00116	1.1.1.21	1	1
R01041	K00011	C00577	C00116	561	C00116 <=> C00577	1.1.1.21	1	1
R01036	K00011	C00116	C00577	561	C00116 <=> C00577	1.1.1.21	1	1
R01036	K00011	C00577	C00116	561	C00577 => C00116	1.1.1.21	1	1
R01036	K00011	C00577	C00116	561	C00116 <=> C00577	1.1.1.21	1	1
R01093	K00011	C00124	C01697	52	C00124 <=> C01697	1.1.1.21	1	1
R01093	K00011	C01697	C00124	52	C00124 <=> C01697	1.1.1.21	1	1
R01095	K00011	C00124	C01697	52	C00124 <=> C01697	1.1.1.21	1	1
R01095	K00011	C01697	C00124	52	C00124 <=> C01697	1.1.1.21	1	1
R01431	K00011	C00181	C00379	40	C00379 <=> C00181	1.1.1.21	1	1
R01431	K00011	C00379	C00181	40	C00379 <=> C00181	1.1.1.21	1	1
R01758	K00011	C00259	C00532	40	C00532 <=> C00259	1.1.1.21	1	1
R01758	K00011	C00532	C00259	40	C00532 <=> C00259	1.1.1.21	1	1
R01759	K00011	C00259	C00532	40	C00532 <=> C00259	1.1.1.21	1	1
R01759	K00011	C00532	C00259	40	C00532 <=> C00259	1.1.1.21	1	1
R01787	K00011	C00267	C00794	51	C00794 <=> C00267	1.1.1.21	1	1
R01787	K00011	C00794	C00267	51	C00794 <=> C00267	1.1.1.21	1	1
R02531	K00011	C00546	C05999	620	C00546 => C05999	1.1.1.21	1	1
R02577	K00011	C05999	C00583	561	C05999 => C00583	1.1.1.21	1	1
R02577	K00011	C05999	C00583	620	C05999 => C00583	1.1.1.21	1	1
R04285	K00011	C03684	C04244	790	C03684 => C04244	1.1.1.21	1	1
R00286	K00012	C00029	C00167	40	C00029 <=> C00167	1.1.1.22	1	1
R00286	K00012	C00029	C00167	53	C00029 => C00167	1.1.1.22	1	1
R00286	K00012	C00029	C00167	500	C00029 => C00167	1.1.1.22	1	1
R00286	K00012	C00029	C00167	520	C00029 => C00167	1.1.1.22	1	1
R00286	K00012	C00029	C00167	1110	C00029 <=> C00167	1.1.1.22	1	1
R00286	K00012	C00167	C00029	40	C00029 <=> C00167	1.1.1.22	1	1
R00286	K00012	C00167	C00029	1110	C00029 <=> C00167	1.1.1.22	1	1
R01163	K00013	C00135	C01929	1110	C01929 <=> C00135	1.1.1.23	1	1
R01163	K00013	C01929	C00135	340	C01929 => C00135	1.1.1.23	1	1
R01163	K00013	C01929	C00135	1110	C01929 <=> C00135	1.1.1.23	1	1
R03012	K00013	C00860	C01929	340	C00860 => C01929	1.1.1.23	1	1
R03012	K00013	C00860	C01929	1110	C00860 <=> C01929	1.1.1.23	1	1
R03012	K00013	C01929	C00860	1110	C00860 <=> C01929	1.1.1.23	1	1
R02413	K00014	C00493	C02637	400	C00493 <=> C02637	1.1.1.25	1	1
R02413	K00014	C00493	C02637	1110	C00493 <=> C02637	1.1.1.25	1	1
R02413	K00014	C02637	C00493	400	C00493 <=> C02637	1.1.1.25	1	1
R02413	K00014	C02637	C00493	1110	C00493 <=> C02637	1.1.1.25	1	1
R00717	K00015	C00048	C00160	630	C00160 <=> C00048	1.1.1.26	1	1
R00717	K00015	C00048	C00160	1120	C00160 <=> C00048	1.1.1.26	1	1
R00717	K00015	C00160	C00048	630	C00160 <=> C00048	1.1.1.26	1	1
R00717	K00015	C00160	C00048	1120	C00160 <=> C00048	1.1.1.26	1	1
R01388	K00015	C00168	C00258	680	C00168 => C00258	1.1.1.26	1	1
R01388	K00015	C00168	C00258	260	C00258 <=> C00168	1.1.1.26	1	1
R01388	K00015	C00168	C00258	630	C00258 <=> C00168	1.1.1.26	1	1
R01388	K00015	C00168	C00258	1120	C00258 <=> C00168	1.1.1.26	1	1
R01388	K00015	C00258	C00168	260	C00258 <=> C00168	1.1.1.26	1	1
R01388	K00015	C00258	C00168	630	C00258 <=> C00168	1.1.1.26	1	1
R01388	K00015	C00258	C00168	1120	C00258 <=> C00168	1.1.1.26	1	1
R00703	K00016	C00022	C00186	10	C00186 <=> C00022	1.1.1.27	1	1
R00703	K00016	C00022	C00186	620	C00186 <=> C00022	1.1.1.27	1	1
R00703	K00016	C00022	C00186	1110	C00186 <=> C00022	1.1.1.27	1	1
R00703	K00016	C00022	C00186	1120	C00186 <=> C00022	1.1.1.27	1	1
R00703	K00016	C00186	C00022	10	C00186 <=> C00022	1.1.1.27	1	1
R00703	K00016	C00186	C00022	620	C00186 <=> C00022	1.1.1.27	1	1
R00703	K00016	C00186	C00022	1110	C00186 <=> C00022	1.1.1.27	1	1
R00703	K00016	C00186	C00022	1120	C00186 <=> C00022	1.1.1.27	1	1
R01000	K00016	C05984	C00109	640	C05984 => C00109	1.1.1.27	1	1
R03104	K00016	C00957	C05823	270	C00957 => C05823	1.1.1.27	1	1
R00717	K00018	C00048	C00160	630	C00160 <=> C00048	1.1.1.29	1	1
R00717	K00018	C00048	C00160	1120	C00160 <=> C00048	1.1.1.29	1	1
R00717	K00018	C00160	C00048	630	C00160 <=> C00048	1.1.1.29	1	1
R00717	K00018	C00160	C00048	1120	C00160 <=> C00048	1.1.1.29	1	1
R01388	K00018	C00168	C00258	680	C00168 => C00258	1.1.1.29	1	1
R01388	K00018	C00168	C00258	260	C00258 <=> C00168	1.1.1.29	1	1
R01388	K00018	C00168	C00258	630	C00258 <=> C00168	1.1.1.29	1	1
R01388	K00018	C00168	C00258	1120	C00258 <=> C00168	1.1.1.29	1	1
R01388	K00018	C00258	C00168	260	C00258 <=> C00168	1.1.1.29	1	1
R01388	K00018	C00258	C00168	630	C00258 <=> C00168	1.1.1.29	1	1
R01388	K00018	C00258	C00168	1120	C00258 <=> C00168	1.1.1.29	1	1
R01361	K00019	C00164	C01089	72	C01089 <=> C00164	1.1.1.30	1	1
R01361	K00019	C00164	C01089	650	C01089 <=> C00164	1.1.1.30	1	1
R01361	K00019	C01089	C00164	72	C01089 <=> C00164	1.1.1.30	1	1
R01361	K00019	C01089	C00164	650	C01089 <=> C00164	1.1.1.30	1	1
R05066	K00020	C06001	C06002	280	C06001 <=> C06002	1.1.1.31	1	1
R05066	K00020	C06002	C06001	280	C06001 <=> C06002	1.1.1.31	1	1
R02082	K00021	C00356	C00418	900	C00356 => C00418	1.1.1.34	1	1
R02082	K00021	C00356	C00418	1110	C00356 <=> C00418	1.1.1.34	1	1
R02082	K00021	C00418	C00356	1110	C00356 <=> C00418	1.1.1.34	1	1
R05066	K00022	C06001	C06002	280	C06001 <=> C06002	1.1.1.35	1	1
R05066	K00022	C06002	C06001	280	C06001 <=> C06002	1.1.1.35	1	1
R01975	K00022	C00332	C01144	71	C01144 <=> C00332	1.1.1.35	1	1
R01975	K00022	C00332	C01144	310	C01144 <=> C00332	1.1.1.35	1	1
R01975	K00022	C00332	C01144	650	C01144 <=> C00332	1.1.1.35	1	1
R01975	K00022	C00332	C01144	1120	C01144 <=> C00332	1.1.1.35	1	1
R01975	K00022	C01144	C00332	71	C01144 <=> C00332	1.1.1.35	1	1
R01975	K00022	C01144	C00332	310	C01144 <=> C00332	1.1.1.35	1	1
R01975	K00022	C01144	C00332	380	C01144 => C00332	1.1.1.35	1	1
R01975	K00022	C01144	C00332	650	C01144 <=> C00332	1.1.1.35	1	1
R01975	K00022	C01144	C00332	720	C01144 => C00332	1.1.1.35	1	1
R01975	K00022	C01144	C00332	1120	C01144 <=> C00332	1.1.1.35	1	1
R04203	K00022	C03344	C04405	280	C04405 <=> C03344	1.1.1.35	1	1
R04203	K00022	C03344	C04405	1110	C04405 <=> C03344	1.1.1.35	1	1
R04203	K00022	C04405	C03344	280	C04405 <=> C03344	1.1.1.35	1	1
R04203	K00022	C04405	C03344	1110	C04405 <=> C03344	1.1.1.35	1	1
R04737	K00022	C05258	C05259	71	C05258 <=> C05259	1.1.1.35	1	1
R04737	K00022	C05258	C05259	62	C05259 <=> C05258	1.1.1.35	1	1
R04737	K00022	C05259	C05258	62	C05259 <=> C05258	1.1.1.35	1	1
R04737	K00022	C05259	C05258	71	C05258 <=> C05259	1.1.1.35	1	1
R04739	K00022	C05260	C05261	71	C05260 <=> C05261	1.1.1.35	1	1
R04739	K00022	C05260	C05261	62	C05261 <=> C05260	1.1.1.35	1	1
R04739	K00022	C05261	C05260	62	C05261 <=> C05260	1.1.1.35	1	1
R04739	K00022	C05261	C05260	71	C05260 <=> C05261	1.1.1.35	1	1
R04741	K00022	C05262	C05263	71	C05262 <=> C05263	1.1.1.35	1	1
R04741	K00022	C05262	C05263	62	C05263 <=> C05262	1.1.1.35	1	1
R04741	K00022	C05263	C05262	62	C05263 <=> C05262	1.1.1.35	1	1
R04741	K00022	C05263	C05262	71	C05262 <=> C05263	1.1.1.35	1	1
R04743	K00022	C05264	C05265	71	C05264 <=> C05265	1.1.1.35	1	1
R04743	K00022	C05264	C05265	62	C05265 <=> C05264	1.1.1.35	1	1
R04743	K00022	C05265	C05264	62	C05265 <=> C05264	1.1.1.35	1	1
R04743	K00022	C05265	C05264	71	C05264 <=> C05265	1.1.1.35	1	1
R04745	K00022	C05266	C05267	71	C05266 <=> C05267	1.1.1.35	1	1
R04745	K00022	C05266	C05267	62	C05267 <=> C05266	1.1.1.35	1	1
R04745	K00022	C05267	C05266	62	C05267 <=> C05266	1.1.1.35	1	1
R04745	K00022	C05267	C05266	71	C05266 <=> C05267	1.1.1.35	1	1
R04748	K00022	C05268	C05269	71	C05268 <=> C05269	1.1.1.35	1	1
R04748	K00022	C05268	C05269	62	C05269 <=> C05268	1.1.1.35	1	1
R04748	K00022	C05269	C05268	62	C05269 <=> C05268	1.1.1.35	1	1
R04748	K00022	C05269	C05268	71	C05268 <=> C05269	1.1.1.35	1	1
R06941	K00022	C02232	C14145	1120	C14145 <=> C02232	1.1.1.35	1	1
R06941	K00022	C14145	C02232	930	C14145 => C02232	1.1.1.35	1	1
R06941	K00022	C14145	C02232	1120	C14145 <=> C02232	1.1.1.35	1	1
R08094	K00022	C16469	C16471	281	C16469 => C16471	1.1.1.35	1	1
R08094	K00022	C16469	C16471	1110	C16469 <=> C16471	1.1.1.35	1	1
R08094	K00022	C16471	C16469	1110	C16469 <=> C16471	1.1.1.35	1	1
R01977	K00023	C00332	C03561	630	C00332 => C03561	1.1.1.36	1	1
R01977	K00023	C00332	C03561	650	C03561 <=> C00332	1.1.1.36	1	1
R01977	K00023	C00332	C03561	1120	C03561 <=> C00332	1.1.1.36	1	1
R01977	K00023	C03561	C00332	650	C03561 <=> C00332	1.1.1.36	1	1
R01977	K00023	C03561	C00332	1120	C03561 <=> C00332	1.1.1.36	1	1
R00342	K00024	C00036	C00149	680	C00036 => C00149	1.1.1.37	1	1
R00342	K00024	C00036	C00149	710	C00036 => C00149	1.1.1.37	1	1
R00342	K00024	C00036	C00149	720	C00036 => C00149	1.1.1.37	1	1
R00342	K00024	C00036	C00149	20	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00036	C00149	620	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00036	C00149	630	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00036	C00149	1110	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00036	C00149	1120	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00149	C00036	20	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00149	C00036	620	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00149	C00036	630	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00149	C00036	1110	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00024	C00149	C00036	1120	C00149 <=> C00036	1.1.1.37	1	1
R07136	K00024	C05528	C11537	1120	C11537 <=> C05528	1.1.1.37	1	1
R07136	K00024	C11537	C05528	680	C11537 => C05528	1.1.1.37	1	1
R07136	K00024	C11537	C05528	1120	C11537 <=> C05528	1.1.1.37	1	1
R00342	K00025	C00036	C00149	680	C00036 => C00149	1.1.1.37	1	1
R00342	K00025	C00036	C00149	710	C00036 => C00149	1.1.1.37	1	1
R00342	K00025	C00036	C00149	720	C00036 => C00149	1.1.1.37	1	1
R00342	K00025	C00036	C00149	20	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00036	C00149	620	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00036	C00149	630	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00036	C00149	1110	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00036	C00149	1120	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00149	C00036	20	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00149	C00036	620	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00149	C00036	630	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00149	C00036	1110	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00025	C00149	C00036	1120	C00149 <=> C00036	1.1.1.37	1	1
R07136	K00025	C05528	C11537	1120	C11537 <=> C05528	1.1.1.37	1	1
R07136	K00025	C11537	C05528	680	C11537 => C05528	1.1.1.37	1	1
R07136	K00025	C11537	C05528	1120	C11537 <=> C05528	1.1.1.37	1	1
R00342	K00026	C00036	C00149	680	C00036 => C00149	1.1.1.37	1	1
R00342	K00026	C00036	C00149	710	C00036 => C00149	1.1.1.37	1	1
R00342	K00026	C00036	C00149	720	C00036 => C00149	1.1.1.37	1	1
R00342	K00026	C00036	C00149	20	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00036	C00149	620	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00036	C00149	630	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00036	C00149	1110	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00036	C00149	1120	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00149	C00036	20	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00149	C00036	620	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00149	C00036	630	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00149	C00036	1110	C00149 <=> C00036	1.1.1.37	1	1
R00342	K00026	C00149	C00036	1120	C00149 <=> C00036	1.1.1.37	1	1
R07136	K00026	C05528	C11537	1120	C11537 <=> C05528	1.1.1.37	1	1
R07136	K00026	C11537	C05528	680	C11537 => C05528	1.1.1.37	1	1
R07136	K00026	C11537	C05528	1120	C11537 <=> C05528	1.1.1.37	1	1
R00214	K00027	C00011	C00149	1120	C00149 <=> C00022 + C00011	1.1.1.38	1	1
R00214	K00027	C00022	C00149	620	C00149 <=> C00022	1.1.1.38	1	1
R00214	K00027	C00022	C00149	1120	C00149 <=> C00022 + C00011	1.1.1.38	1	1
R00214	K00027	C00149	C00011	710	C00149 => C00022 + C00011	1.1.1.38	1	1
R00214	K00027	C00149	C00011	1120	C00149 <=> C00022 + C00011	1.1.1.38	1	1
R00214	K00027	C00149	C00022	620	C00149 <=> C00022	1.1.1.38	1	1
R00214	K00027	C00149	C00022	710	C00149 => C00022 + C00011	1.1.1.38	1	1
R00214	K00027	C00149	C00022	1120	C00149 <=> C00022 + C00011	1.1.1.38	1	1
R00214	K00028	C00011	C00149	1120	C00149 <=> C00022 + C00011	1.1.1.39	1	1
R00214	K00028	C00022	C00149	620	C00149 <=> C00022	1.1.1.39	1	1
R00214	K00028	C00022	C00149	1120	C00149 <=> C00022 + C00011	1.1.1.39	1	1
R00214	K00028	C00149	C00011	710	C00149 => C00022 + C00011	1.1.1.39	1	1
R00214	K00028	C00149	C00011	1120	C00149 <=> C00022 + C00011	1.1.1.39	1	1
R00214	K00028	C00149	C00022	620	C00149 <=> C00022	1.1.1.39	1	1
R00214	K00028	C00149	C00022	710	C00149 => C00022 + C00011	1.1.1.39	1	1
R00214	K00028	C00149	C00022	1120	C00149 <=> C00022 + C00011	1.1.1.39	1	1
R00216	K00029	C00011	C00149	1120	C00149 <=> C00022 + C00011	1.1.1.40	1	1
R00216	K00029	C00022	C00149	620	C00149 <=> C00022	1.1.1.40	1	1
R00216	K00029	C00022	C00149	1120	C00149 <=> C00022	1.1.1.40	1	1
R00216	K00029	C00022	C00149	1120	C00149 <=> C00022 + C00011	1.1.1.40	1	1
R00216	K00029	C00149	C00011	710	C00149 => C00022 + C00011	1.1.1.40	1	1
R00216	K00029	C00149	C00011	1120	C00149 <=> C00022 + C00011	1.1.1.40	1	1
R00216	K00029	C00149	C00022	620	C00149 <=> C00022	1.1.1.40	1	1
R00216	K00029	C00149	C00022	710	C00149 => C00022 + C00011	1.1.1.40	1	1
R00216	K00029	C00149	C00022	1120	C00149 <=> C00022	1.1.1.40	1	1
R00216	K00029	C00149	C00022	1120	C00149 <=> C00022 + C00011	1.1.1.40	1	1
R00709	K00030	C00026	C00311	20	C00311 <=> C00026	1.1.1.41	1	1
R00709	K00030	C00026	C00311	1110	C00311 <=> C00026	1.1.1.41	1	1
R00709	K00030	C00026	C00311	1120	C00311 <=> C00026	1.1.1.41	1	1
R00709	K00030	C00311	C00026	20	C00311 <=> C00026	1.1.1.41	1	1
R00709	K00030	C00311	C00026	1110	C00311 <=> C00026	1.1.1.41	1	1
R00709	K00030	C00311	C00026	1120	C00311 <=> C00026	1.1.1.41	1	1
R00267	K00031	C00006	C00005	480	C00006 => C00005	1.1.1.42	1	1
R00267	K00031	C00011	C00311	720	C00026 + C00011 => C00311	1.1.1.42	1	1
R00267	K00031	C00026	C00311	720	C00026 + C00011 => C00311	1.1.1.42	1	1
R00267	K00031	C00026	C00311	1120	C00311 <=> C00026	1.1.1.42	1	1
R00267	K00031	C00311	C00026	1120	C00311 <=> C00026	1.1.1.42	1	1
R00268	K00031	C00026	C05379	20	C05379 <=> C00026	1.1.1.42	1	1
R00268	K00031	C00026	C05379	1110	C05379 <=> C00026	1.1.1.42	1	1
R00268	K00031	C00026	C05379	1120	C05379 <=> C00026	1.1.1.42	1	1
R00268	K00031	C05379	C00026	20	C05379 <=> C00026	1.1.1.42	1	1
R00268	K00031	C05379	C00026	1110	C05379 <=> C00026	1.1.1.42	1	1
R00268	K00031	C05379	C00026	1120	C05379 <=> C00026	1.1.1.42	1	1
R01899	K00031	C00311	C05379	20	C00311 <=> C05379	1.1.1.42	1	1
R01899	K00031	C00311	C05379	1110	C00311 <=> C05379	1.1.1.42	1	1
R01899	K00031	C00311	C05379	1120	C00311 <=> C05379	1.1.1.42	1	1
R01899	K00031	C05379	C00311	20	C00311 <=> C05379	1.1.1.42	1	1
R01899	K00031	C05379	C00311	1110	C00311 <=> C05379	1.1.1.42	1	1
R01899	K00031	C05379	C00311	1120	C00311 <=> C05379	1.1.1.42	1	1
R02032	K00032	C00345	C01218	30	C00345 => C01218	1.1.1.43	1	1
R02032	K00032	C00345	C01218	1120	C00345 <=> C01218	1.1.1.43	1	1
R02032	K00032	C01218	C00345	1120	C00345 <=> C01218	1.1.1.43	1	1
R02034	K00032	C00006	C00005	480	C00006 => C00005	1.1.1.43	1	1
R02034	K00032	C00345	C01218	30	C00345 => C01218	1.1.1.43	1	1
R02034	K00032	C00345	C01218	1120	C00345 <=> C01218	1.1.1.43	1	1
R02034	K00032	C01218	C00345	1120	C00345 <=> C01218	1.1.1.43	1	1
R01520	K00034	C00198	C00221	30	C00221 <=> C00198	1.1.1.47	1	1
R01520	K00034	C00198	C00221	1120	C00221 <=> C00198	1.1.1.47	1	1
R01520	K00034	C00221	C00198	30	C00221 <=> C00198	1.1.1.47	1	1
R01520	K00034	C00221	C00198	1120	C00221 <=> C00198	1.1.1.47	1	1
R01521	K00034	C00198	C00221	30	C00221 <=> C00198	1.1.1.47	1	1
R01521	K00034	C00198	C00221	1120	C00221 <=> C00198	1.1.1.47	1	1
R01521	K00034	C00221	C00198	30	C00221 <=> C00198	1.1.1.47	1	1
R01521	K00034	C00221	C00198	1120	C00221 <=> C00198	1.1.1.47	1	1
R01094	K00035	C00124	C03383	52	C00124 => C03383	1.1.1.48	1	1
R01097	K00035	C00124	C03383	52	C00124 => C03383	1.1.1.48	1	1
R04831	K00038	C05470	C05481	140	C05470 => C05481	1.1.1.53	1	1
R04834	K00038	C05472	C05482	140	C05472 => C05482	1.1.1.53	1	1
R04844	K00038	C05478	C05483	140	C05478 => C05483	1.1.1.53	1	1
R04847	K00038	C05480	C05484	140	C05480 => C05484	1.1.1.53	1	1
R01895	K00039	C00309	C00474	40	C00474 <=> C00309	1.1.1.56	1	1
R01895	K00039	C00474	C00309	40	C00474 <=> C00309	1.1.1.56	1	1
R02454	K00040	C00514	C00905	40	C00514 <=> C00905	1.1.1.57	1	1
R02454	K00040	C00905	C00514	40	C00514 <=> C00905	1.1.1.57	1	1
R02555	K00041	C00558	C00817	40	C00558 => C00817	1.1.1.58	1	1
R01745	K00042	C00258	C01146	630	C00258 <=> C01146	1.1.1.60	1	1
R01745	K00042	C01146	C00258	630	C00258 <=> C01146	1.1.1.60	1	1
R01747	K00042	C00258	C01146	630	C00258 <=> C01146	1.1.1.60	1	1
R01747	K00042	C01146	C00258	630	C00258 <=> C01146	1.1.1.60	1	1
R01644	K00043	C00232	C00989	650	C00989 <=> C00232	1.1.1.61	1	1
R01644	K00043	C00989	C00232	650	C00989 <=> C00232	1.1.1.61	1	1
R02352	K00044	C00468	C00951	140	C00951 <=> C00468	1.1.1.62	1	1
R02352	K00044	C00951	C00468	140	C00951 <=> C00468	1.1.1.62	1	1
R02353	K00044	C00468	C00951	140	C00951 <=> C00468	1.1.1.62	1	1
R02353	K00044	C00951	C00468	140	C00951 <=> C00468	1.1.1.62	1	1
R04681	K00044	C05141	C05300	140	C05141 <=> C05300	1.1.1.62	1	1
R04681	K00044	C05300	C05141	140	C05141 <=> C05300	1.1.1.62	1	1
R04682	K00044	C05141	C05300	140	C05141 <=> C05300	1.1.1.62	1	1
R04682	K00044	C05300	C05141	140	C05141 <=> C05300	1.1.1.62	1	1
R08945	K00044	C05284	C18075	140	C05284 => C18075	1.1.1.62	1	1
R08980	K00044	C05284	C18075	140	C05284 => C18075	1.1.1.62	1	1
R00868	K00045	C00095	C00392	51	C00392 <=> C00095	1.1.1.67	1	1
R00868	K00045	C00392	C00095	51	C00392 <=> C00095	1.1.1.67	1	1
R01781	K00048	C00266	C01380	630	C01380 <=> C00266	1.1.1.77	1	1
R01781	K00048	C00266	C01380	1120	C01380 <=> C00266	1.1.1.77	1	1
R01781	K00048	C01380	C00266	630	C01380 <=> C00266	1.1.1.77	1	1
R01781	K00048	C01380	C00266	1120	C01380 <=> C00266	1.1.1.77	1	1
R02257	K00048	C00424	C00583	620	C00583 <=> C00424	1.1.1.77	1	1
R02257	K00048	C00583	C00424	620	C00583 <=> C00424	1.1.1.77	1	1
R01388	K00050	C00168	C00258	680	C00168 => C00258	1.1.1.81	1	1
R01388	K00050	C00168	C00258	260	C00258 <=> C00168	1.1.1.81	1	1
R01388	K00050	C00168	C00258	630	C00258 <=> C00168	1.1.1.81	1	1
R01388	K00050	C00168	C00258	1120	C00258 <=> C00168	1.1.1.81	1	1
R01388	K00050	C00258	C00168	260	C00258 <=> C00168	1.1.1.81	1	1
R01388	K00050	C00258	C00168	630	C00258 <=> C00168	1.1.1.81	1	1
R01388	K00050	C00258	C00168	1120	C00258 <=> C00168	1.1.1.81	1	1
R01392	K00050	C00168	C00258	260	C00258 <=> C00168	1.1.1.81	1	1
R01392	K00050	C00168	C00258	630	C00258 <=> C00168	1.1.1.81	1	1
R01392	K00050	C00258	C00168	260	C00258 <=> C00168	1.1.1.81	1	1
R01392	K00050	C00258	C00168	630	C00258 <=> C00168	1.1.1.81	1	1
R00343	K00051	C00036	C00149	710	C00036 => C00149	1.1.1.82	1	1
R00343	K00051	C00036	C00149	620	C00149 <=> C00036	1.1.1.82	1	1
R00343	K00051	C00036	C00149	1120	C00149 <=> C00036	1.1.1.82	1	1
R00343	K00051	C00149	C00036	620	C00149 <=> C00036	1.1.1.82	1	1
R00343	K00051	C00149	C00036	1120	C00149 <=> C00036	1.1.1.82	1	1
R00994	K00052	C06032	C00109	290	C06032 => C00109	1.1.1.85	1	1
R00994	K00052	C06032	C00109	660	C06032 => C00109	1.1.1.85	1	1
R04426	K00052	C04236	C04411	290	C04411 <=> C04236	1.1.1.85	1	1
R04426	K00052	C04236	C04411	1110	C04411 <=> C04236	1.1.1.85	1	1
R04426	K00052	C04411	C04236	290	C04411 <=> C04236	1.1.1.85	1	1
R04426	K00052	C04411	C04236	1110	C04411 <=> C04236	1.1.1.85	1	1
R03051	K00053	C00900	C04039	770	C00900 => C04039	1.1.1.86	1	1
R04440	K00053	C04181	C04272	290	C04272 <=> C04181	1.1.1.86	1	1
R04440	K00053	C04181	C04272	1110	C04272 <=> C04181	1.1.1.86	1	1
R04440	K00053	C04272	C04181	290	C04272 <=> C04181	1.1.1.86	1	1
R04440	K00053	C04272	C04181	1110	C04272 <=> C04181	1.1.1.86	1	1
R05068	K00053	C06007	C14463	290	C06007 <=> C14463	1.1.1.86	1	1
R05068	K00053	C06007	C14463	1110	C06007 <=> C14463	1.1.1.86	1	1
