kegg	eawag	alam	kegg	eawag	alam
C03576	0	0	C01217	0	0
C03576	0	0	C01217	0	0
C03576	0	0	C03920	0	0
C03576	0	0	C03920	0	0
C03920	0	0	C03576	0	0
C03920	0	0	C03576	0	0
C03920	0	0	C04488	0	0
C03920	0	0	C04488	0	0
C04488	0	0	C01217	0	0
C04488	0	0	C01217	0	0
C04488	0	0	C03920	0	0
C04488	0	0	C03920	0	0
C04488	0	0	C03920	0	0
C01217	0	0	C03576	0	0
C01217	0	0	C03576	0	0
C01217	0	0	C04488	0	0
C01217	0	0	C04488	0	0
C03576	0	0	C01217	0	0
C03576	0	0	C01217	0	0
C03576	0	0	C03920	0	0
C03576	0	0	C03920	0	0
C03920	0	0	C03576	0	0
C03920	0	0	C03576	0	0
C03920	0	0	C04488	0	0
C03920	0	0	C04488	0	0
C04488	0	0	C01217	0	0
C04488	0	0	C01217	0	0
C04488	0	0	C03920	0	0
C04488	0	0	C03920	0	0
C04488	0	0	C03920	0	0
C00323	0	0	C00406	0	0
C00323	0	0	C00406	0	0
C00323	0	0	C00406	0	0
C00323	0	0	C00406	0	0
C00323	0	0	C00406	0	0
C00406	0	0	C00323	0	0
C00411	0	0	C12203	0	0
C12203	0	0	C00411	0	0
C12203	0	0	C00411	0	0
C01051	0	1	C02463	0	0
C01051	0	1	C02463	0	0
C02463	0	0	C01051	0	1
C06319	0	0	C06408	0	0
C00037	0	1	C00065	1	1
C00037	0	1	C00065	1	1
C00037	0	1	C00065	1	1
C00037	0	1	C00065	1	1
C00065	1	1	C00037	0	1
C00065	1	1	C00037	0	1
C00065	1	1	C00037	0	1
C00065	1	1	C00037	0	1
C00065	1	1	C00143	0	1
C00101	0	1	C00143	0	1
C00143	0	1	C00065	1	1
C00143	0	1	C00065	1	1
C00143	0	1	C00101	0	1
C00143	0	1	C00101	0	1
C00065	1	1	C04377	0	0
C00065	1	1	C04377	0	0
C04377	0	0	C00065	1	1
C00101	0	1	C00234	0	1
C00234	0	1	C00101	0	1
C03838	0	0	C04376	0	0
C03838	0	0	C04376	0	0
C04376	0	0	C03838	0	0
C00445	0	1	C00101	0	1
C00234	0	1	C00101	0	1
C00234	0	1	C00101	0	1
C00234	0	1	C03294	0	0
C02430	0	0	C00101	0	1
C02430	0	0	C03294	0	0
C00014	0	0	C00037	0	1
C00445	0	1	C03479	0	1
C00101	0	1	C00014	0	0
C00101	0	1	C00143	0	1
C00101	0	1	C00143	0	1
C00101	0	1	C02972	0	0
C00143	0	1	C00101	0	1
C01242	0	0	C00014	0	0
C01242	0	0	C00143	0	1
C01242	0	0	C02972	0	0
C00141	0	1	C00966	0	0
C00141	0	1	C00966	0	0
C00966	0	0	C00141	0	1
C00049	0	1	C00438	0	1
C00169	0	1	C00438	0	1
C00049	0	1	C00438	0	1
C00169	0	1	C00438	0	1
C00077	0	0	C00327	0	1
C00077	0	0	C00327	0	1
C00169	0	1	C00327	0	1
C00327	0	1	C00077	0	0
C00037	0	1	C00581	0	1
C00062	0	1	C00581	0	1
C00581	0	1	C00062	0	1
C00334	0	1	C01035	0	0
C00085	0	1	C00231	0	1
C00085	0	1	C00231	0	1
C00085	0	1	C00279	0	1
C00085	0	1	C00279	0	1
C00118	0	1	C00231	0	1
C00118	0	1	C00231	0	1
C00118	0	1	C00279	0	1
C00118	0	1	C00279	0	1
C00231	0	1	C00085	0	1
C00231	0	1	C00118	0	1
C00279	0	1	C00085	0	1
C00279	0	1	C00118	0	1
C00117	0	0	C00118	0	1
C00117	0	0	C00118	0	1
C00117	0	0	C00118	0	1
C00117	0	0	C05382	0	1
C00117	0	0	C05382	0	1
C00117	0	0	C05382	0	1
C00118	0	1	C00117	0	0
C00118	0	1	C00117	0	0
C00118	0	1	C00117	0	0
C00118	0	1	C00117	0	0
C00118	0	1	C00231	0	1
C00118	0	1	C00231	0	1
C00118	0	1	C00231	0	1
C00118	0	1	C00231	0	1
C00231	0	1	C00118	0	1
C00231	0	1	C00118	0	1
C00231	0	1	C00118	0	1
C00231	0	1	C05382	0	1
C00231	0	1	C05382	0	1
C00231	0	1	C05382	0	1
C05382	0	1	C00117	0	0
C05382	0	1	C00117	0	0
C05382	0	1	C00117	0	0
C05382	0	1	C00117	0	0
C05382	0	1	C00231	0	1
C05382	0	1	C00231	0	1
C05382	0	1	C00231	0	1
C05382	0	1	C00231	0	1
C00118	0	1	C00231	0	1
C00118	0	1	C00231	0	1
C00118	0	1	C00231	0	1
C00118	0	1	C00279	0	1
C00118	0	1	C00279	0	1
C00118	0	1	C00279	0	1
C00231	0	1	C00118	0	1
C00231	0	1	C00118	0	1
C00231	0	1	C00118	0	1
C00231	0	1	C05345	0	0
C00231	0	1	C05345	0	0
C00231	0	1	C05345	0	0
C00279	0	1	C00118	0	1
C00279	0	1	C00118	0	1
C00279	0	1	C00118	0	1
C00279	0	1	C05345	0	0
C00279	0	1	C05345	0	0
C00279	0	1	C05345	0	0
C05345	0	0	C00231	0	1
C05345	0	0	C00231	0	1
C05345	0	0	C00231	0	1
C05345	0	0	C00279	0	1
C05345	0	0	C00279	0	1
C05345	0	0	C00279	0	1
C12214	0	0	C12215	0	0
C12214	0	0	C12215	0	0
C12215	0	0	C12214	0	0
C00118	0	1	C00279	0	1
C00118	0	1	C00279	0	1
C00118	0	1	C00279	0	1
C00118	0	1	C05345	0	0
C00118	0	1	C05345	0	0
C00118	0	1	C05345	0	0
C00279	0	1	C00118	0	1
C00279	0	1	C00118	0	1
C00279	0	1	C00118	0	1
C00279	0	1	C05382	0	1
C00279	0	1	C05382	0	1
C00279	0	1	C05382	0	1
C05345	0	0	C00118	0	1
C05345	0	0	C00118	0	1
C05345	0	0	C00118	0	1
C05345	0	0	C05382	0	1
C05345	0	0	C05382	0	1
C05345	0	0	C05382	0	1
C05382	0	1	C00279	0	1
C05382	0	1	C00279	0	1
C05382	0	1	C00279	0	1
C05382	0	1	C05345	0	0
C05382	0	1	C05345	0	0
C05382	0	1	C05345	0	0
C00025	0	1	C00624	0	1
C00025	0	1	C00624	0	1
C00624	0	1	C00025	0	1
C00025	0	1	C00624	0	1
C00025	0	1	C00624	0	1
C00624	0	1	C00025	0	1
C00352	0	1	C00357	0	1
C13747	1	0	C16365	0	0
C13747	1	0	C16365	0	0
C16365	0	0	C13747	1	0
C16396	0	0	C16420	0	0
C16396	0	0	C16420	0	0
C16420	0	0	C16396	0	0
C07054	1	0	C07585	1	0
C07447	0	0	C16622	0	0
C00114	0	1	C01996	0	1
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00024	1	1	C00227	0	0
C00227	0	0	C00024	1	1
C00227	0	0	C00024	1	1
C00227	0	0	C00024	1	1
C00227	0	0	C00024	1	1
C00100	1	1	C02876	0	0
C00100	1	1	C02876	0	0
C02876	0	0	C00100	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00010	1	1	C00024	1	1
C00010	1	1	C00136	1	1
C00024	1	1	C00010	1	1
C00024	1	1	C05269	0	1
C00024	1	1	C05269	0	1
C00136	1	1	C00010	1	1
C00136	1	1	C05269	0	1
C00136	1	1	C05269	0	1
C05269	0	1	C00024	1	1
C05269	0	1	C00136	1	1
C00024	1	1	C16255	0	0
C00024	1	1	C16255	0	0
C00024	1	1	C16255	0	0
C15973	0	0	C16255	0	0
C15973	0	0	C16255	0	0
C15973	0	0	C16255	0	0
C16255	0	0	C00024	1	1
C16255	0	0	C00024	1	1
C16255	0	0	C00024	1	1
C16255	0	0	C15973	0	0
C16255	0	0	C15973	0	0
C16255	0	0	C15973	0	0
C00040	0	0	C00681	0	1
C00040	0	0	C00681	0	1
C00093	0	1	C00681	0	1
C00093	0	1	C00681	0	1
C00040	0	0	C00681	0	1
C00040	0	0	C00681	0	1
C00093	0	1	C00681	0	1
C00093	0	1	C00681	0	1
C00040	0	0	C00681	0	1
C00040	0	0	C00681	0	1
C00093	0	1	C00681	0	1
C00093	0	1	C00681	0	1
C00024	1	1	C02232	1	0
C00091	1	1	C02232	1	0
C02232	1	0	C00024	1	1
C02232	1	0	C00024	1	1
C02232	1	0	C00091	1	1
C02232	1	0	C00091	1	1
C00010	1	1	C00024	1	1
C00010	1	1	C01944	1	1
C00024	1	1	C00010	1	1
C00024	1	1	C05265	0	0
C00024	1	1	C05265	0	0
C01944	1	1	C00010	1	1
C01944	1	1	C05265	0	0
C01944	1	1	C05265	0	0
C05265	0	0	C00024	1	1
C05265	0	0	C01944	1	1
C00010	1	1	C00024	1	1
C00010	1	1	C01832	1	1
C00024	1	1	C00010	1	1
C00024	1	1	C05261	0	0
C00024	1	1	C05261	0	0
C01832	1	1	C00010	1	1
C01832	1	1	C05261	0	0
C01832	1	1	C05261	0	0
C05261	0	0	C00024	1	1
C05261	0	0	C01832	1	1
C00010	1	1	C00024	1	1
C00010	1	1	C02593	0	1
C00024	1	1	C00010	1	1
C00024	1	1	C05259	0	0
C00024	1	1	C05259	0	0
C02593	0	1	C00010	1	1
C02593	0	1	C05259	0	0
C02593	0	1	C05259	0	0
C05259	0	0	C00024	1	1
C05259	0	0	C02593	0	1
C00010	1	1	C00024	1	1
C00010	1	1	C05274	0	1
C00024	1	1	C00010	1	1
C00024	1	1	C05263	0	0
C00024	1	1	C05263	0	0
C05263	0	0	C00024	1	1
C05263	0	0	C05274	0	1
C05274	0	1	C00010	1	1
C05274	0	1	C05263	0	0
C05274	0	1	C05263	0	0
C00010	1	1	C00024	1	1
C00010	1	1	C05270	0	1
C00024	1	1	C00010	1	1
C00024	1	1	C05267	0	1
C00024	1	1	C05267	0	1
C05267	0	1	C00024	1	1
C05267	0	1	C05270	0	1
C05270	0	1	C00010	1	1
C05270	0	1	C05267	0	1
C05270	0	1	C05267	0	1
C00512	1	0	C07118	1	0
C07118	1	0	C00024	1	1
C07118	1	0	C00512	1	0
C07118	1	0	C00512	1	0
C00527	1	1	C06715	1	0
C06715	1	0	C00527	1	1
C06715	1	0	C00527	1	1
C16330	0	0	C16331	0	0
C16334	0	0	C16335	0	0
C16338	0	0	C16339	0	0
C16466	1	0	C16470	1	0
C16466	1	0	C16470	1	0
C16470	1	0	C16466	1	0
C03069	1	1	C16471	1	0
C16471	1	0	C03069	1	1
C16471	1	0	C03069	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00024	1	1	C00332	1	1
C00100	1	1	C03344	0	0
C03344	0	0	C00024	1	1
C03344	0	0	C00100	1	1
C03344	0	0	C00100	1	1
C00010	1	1	C00024	1	1
C00010	1	1	C00136	1	1
C00024	1	1	C00010	1	1
C00024	1	1	C05269	0	1
C00024	1	1	C05269	0	1
C00136	1	1	C00010	1	1
C00136	1	1	C05269	0	1
C00136	1	1	C05269	0	1
C05269	0	1	C00024	1	1
C05269	0	1	C00136	1	1
C00136	1	1	C02527	0	0
C02527	0	0	C00136	1	1
C00187	0	1	C02530	0	0
C02530	0	0	C00187	0	1
C00037	0	1	C03508	0	0
C03508	0	0	C00037	0	1
C00065	1	1	C00979	0	0
C00065	1	1	C00979	0	0
C00065	1	1	C00979	0	0
C00979	0	0	C00065	1	1
C00979	0	0	C00065	1	1
C00037	0	1	C00430	0	1
C00037	0	1	C00430	0	1
C00083	0	1	C01209	0	0
C01209	0	0	C00083	0	1
C01209	0	0	C05744	0	0
C03939	0	0	C05744	0	0
C01209	0	0	C05759	0	0
C05223	0	0	C05759	0	0
C01209	0	0	C05746	0	0
C05745	0	0	C05746	0	0
C01209	0	0	C05750	0	0
C05749	0	0	C05750	0	0
C01209	0	0	C05753	0	0
C05752	0	0	C05753	0	0
C01209	0	0	C05756	0	0
C05755	0	0	C05756	0	0
C01209	0	0	C05762	0	0
C05761	0	0	C05762	0	0
C01209	0	0	C16219	0	0
C05764	0	0	C00011	1	1
C05764	0	0	C00229	0	1
C05764	0	0	C16219	0	0
C05764	0	0	C16219	0	0
C16219	0	0	C01209	0	0
C16219	0	0	C05764	0	0
C00111	0	1	C03372	0	0
C00157	0	1	C04230	0	0
C01063	1	0	C01092	0	0
C00065	1	1	C02934	0	0
C00154	1	1	C02934	0	0
C00040	0	0	C00416	0	1
C00040	0	0	C00416	0	1
C00681	0	1	C00416	0	1
C00681	0	1	C00416	0	1
C00022	1	1	C00024	1	1
C00022	1	1	C00024	1	1
C00022	1	1	C00058	1	1
C00024	1	1	C00022	1	1
C00058	1	1	C00022	1	1
C00100	1	1	C00109	0	1
C00109	0	1	C00100	1	1
C00134	0	1	C02714	0	1
C00322	0	1	C00527	1	1
C00091	1	1	C16254	0	0
C15973	0	0	C16254	0	0
C16254	0	0	C00091	1	1
C16254	0	0	C15973	0	0
C00527	1	1	C06157	0	0
C06157	0	0	C00527	1	1
C00223	0	0	C08650	0	0
C00223	0	0	C08650	0	0
C08650	0	0	C00223	0	0
C00223	0	0	C06561	0	0
C00223	0	0	C06561	0	0
C06561	0	0	C00223	0	0
C00540	0	0	C16404	0	0
C00323	0	0	C15525	0	0
C00406	0	0	C16405	0	0
C04618	0	0	C05744	0	0
C05744	0	0	C04618	0	0
C04619	0	0	C05753	0	0
C05753	0	0	C04619	0	0
C04620	0	0	C05750	0	0
C05750	0	0	C04620	0	0
C04633	0	0	C05762	0	0
C05762	0	0	C04633	0	0
C04688	0	0	C05759	0	0
C05759	0	0	C04688	0	0
C05746	0	0	C05747	0	0
C05747	0	0	C05746	0	0
C05756	0	0	C05757	0	0
C05757	0	0	C05756	0	0
C04246	0	0	C05745	0	0
C05745	0	0	C04246	0	0
C05223	0	0	C05758	0	0
C05758	0	0	C05223	0	0
C05748	0	0	C05749	0	0
C05749	0	0	C05748	0	0
C05751	0	0	C05752	0	0
C05752	0	0	C05751	0	0
C05754	0	0	C05755	0	0
C05755	0	0	C05754	0	0
C05760	0	0	C05761	0	0
C05761	0	0	C05760	0	0
C05763	0	0	C05764	0	0
C05764	0	0	C05763	0	0
C00024	1	1	C03939	0	0
C00229	0	1	C03939	0	0
C00083	0	1	C01209	0	0
C01209	0	0	C00083	0	1
C01209	0	0	C05744	0	0
C03939	0	0	C05744	0	0
C01209	0	0	C05759	0	0
C05223	0	0	C05759	0	0
C01209	0	0	C05746	0	0
C05745	0	0	C05746	0	0
C01209	0	0	C05750	0	0
C05749	0	0	C05750	0	0
C01209	0	0	C05753	0	0
C05752	0	0	C05753	0	0
C01209	0	0	C05756	0	0
C05755	0	0	C05756	0	0
C01209	0	0	C05762	0	0
C05761	0	0	C05762	0	0
C05764	0	0	C00249	1	0
C04246	0	0	C04618	0	0
C04618	0	0	C04246	0	0
C04619	0	0	C05754	0	0
C05754	0	0	C04619	0	0
C04620	0	0	C05751	0	0
C05751	0	0	C04620	0	0
C04633	0	0	C05763	0	0
C05763	0	0	C04633	0	0
C04688	0	0	C05760	0	0
C05760	0	0	C04688	0	0
C05747	0	0	C05748	0	0
C05748	0	0	C05747	0	0
C05757	0	0	C05758	0	0
C05758	0	0	C05757	0	0
C05761	0	0	C06424	0	1
C04618	0	0	C05744	0	0
C05744	0	0	C04618	0	0
C04619	0	0	C05753	0	0
C05753	0	0	C04619	0	0
C04620	0	0	C05750	0	0
C05750	0	0	C04620	0	0
C04633	0	0	C05762	0	0
C05762	0	0	C04633	0	0
C04688	0	0	C05759	0	0
C05759	0	0	C04688	0	0
C05746	0	0	C05747	0	0
C05747	0	0	C05746	0	0
C05756	0	0	C05757	0	0
C05757	0	0	C05756	0	0
C01209	0	0	C05744	0	0
C03939	0	0	C05744	0	0
C01209	0	0	C05759	0	0
C05223	0	0	C05759	0	0
C01209	0	0	C05746	0	0
C05745	0	0	C05746	0	0
C01209	0	0	C05750	0	0
C05749	0	0	C05750	0	0
C01209	0	0	C05753	0	0
C05752	0	0	C05753	0	0
C01209	0	0	C05756	0	0
C05755	0	0	C05756	0	0
C01209	0	0	C05762	0	0
C05761	0	0	C05762	0	0
C04246	0	0	C05745	0	0
C05745	0	0	C04246	0	0
C05223	0	0	C05758	0	0
C05758	0	0	C05223	0	0
C05748	0	0	C05749	0	0
C05749	0	0	C05748	0	0
C05751	0	0	C05752	0	0
C05752	0	0	C05751	0	0
C05754	0	0	C05755	0	0
C05755	0	0	C05754	0	0
C05760	0	0	C05761	0	0
C05761	0	0	C05760	0	0
C05763	0	0	C05764	0	0
C05764	0	0	C05763	0	0
C00024	1	1	C03939	0	0
C00229	0	1	C03939	0	0
C00083	0	1	C01209	0	0
C01209	0	0	C00083	0	1
C04246	0	0	C04618	0	0
C04618	0	0	C04246	0	0
C04619	0	0	C05754	0	0
C05754	0	0	C04619	0	0
C04620	0	0	C05751	0	0
C05751	0	0	C04620	0	0
C04633	0	0	C05763	0	0
C05763	0	0	C04633	0	0
C04688	0	0	C05760	0	0
C05760	0	0	C04688	0	0
C05747	0	0	C05748	0	0
C05748	0	0	C05747	0	0
C05757	0	0	C05758	0	0
C05758	0	0	C05757	0	0
C00780	0	1	C00978	0	1
C00862	0	0	C01001	0	0
C00862	0	0	C01001	0	0
C00862	0	0	C01217	0	0
C00862	0	0	C01217	0	0
C01001	0	0	C00862	0	0
C01001	0	0	C00862	0	0
C01001	0	0	C01274	0	0
C01001	0	0	C01274	0	0
C01217	0	0	C00862	0	0
C01217	0	0	C00862	0	0
C01217	0	0	C01274	0	0
C01217	0	0	C01274	0	0
C01274	0	0	C01001	0	0
C01274	0	0	C01001	0	0
C01274	0	0	C01217	0	0
C01274	0	0	C01217	0	0
C00062	0	1	C03296	0	0
C03972	0	0	C04462	0	0
C03972	0	0	C04462	0	0
C04462	0	0	C03972	0	0
C00043	0	1	C04738	0	0
C00473	0	1	C02075	0	0
C00899	0	0	C03455	0	0
C00641	0	0	C00422	0	0
C00669	0	1	C00097	0	1
C00669	0	1	C01879	0	1
C03740	0	0	C00151	0	0
C03740	0	0	C01879	0	1
C00369	0	0	C00103	0	1
C00369	0	0	C00718	0	0
C00089	0	1	C00095	0	1
C00089	0	1	C00095	0	1
C00089	0	1	C00103	0	1
C00095	0	1	C00089	0	1
C00103	0	1	C00089	0	1
C00208	1	1	C00031	0	1
C00208	1	1	C00663	0	0
C00089	0	1	C00031	0	1
C00089	0	1	C06215	0	0
C06215	0	0	C00089	0	1
C00029	0	1	C00718	0	0
C00029	0	1	C00760	0	0
C00029	0	1	C00089	0	1
C00029	0	1	C02591	0	0
C00043	0	1	C00461	0	1
C00167	0	1	C03033	0	0
C00167	0	1	C03033	0	0
C03033	0	0	C00167	0	1
C00468	0	1	C11133	0	0
C00486	0	1	C05787	0	0
C00523	0	1	C11135	0	0
C00535	0	1	C11134	0	0
C00777	0	1	C11061	0	0
C00951	0	1	C05503	0	1
C04373	0	1	C11136	0	0
C05299	0	1	C11132	0	0
C05302	0	1	C11131	0	0
C05141	0	1	C05504	0	0
C07490	1	0	C14869	0	0
C14869	0	0	C07490	1	0
C11173	0	0	C11376	0	0
C06174	0	0	C16577	0	0
C01516	0	0	C16643	0	0
C01516	0	0	C16578	0	0
C00167	0	1	C00191	0	1
C00718	0	0	C00369	0	0
C00031	0	1	C00185	1	0
C00103	0	1	C00185	1	0
C00185	1	0	C00031	0	1
C00185	1	0	C00103	0	1
C00498	0	1	C00718	0	0
C00052	0	1	C00243	1	1
C00369	0	0	C00103	0	1
C00369	0	0	C00718	0	0
C00031	0	1	C00208	1	1
C00029	0	1	C00965	0	0
C02189	0	0	G00023	0	0
G10611	0	0	G00023	0	0
G00109	0	0	G00110	0	0
G00110	0	0	G00109	0	0
G00114	0	0	G00115	0	0
G00115	0	0	G00114	0	0
G00119	0	0	G00120	0	0
G00120	0	0	G00119	0	0
G00123	0	0	G00124	0	0
G00124	0	0	G00123	0	0
G00050	0	0	G00060	0	0
G00050	0	0	G00060	0	0
G00060	0	0	G00050	0	0
G00067	0	0	G00089	0	0
G00067	0	0	G00089	0	0
G00089	0	0	G00067	0	0
G00069	0	0	G00084	0	0
G00069	0	0	G00084	0	0
G00084	0	0	G00069	0	0
G00062	0	0	G00063	0	0
G00062	0	0	G00063	0	0
G00063	0	0	G00062	0	0
G00071	0	0	G00081	0	0
G00071	0	0	G00081	0	0
G00081	0	0	G00071	0	0
G00055	0	0	G00056	0	0
G00055	0	0	G00056	0	0
G00056	0	0	G00055	0	0
G00037	0	0	G00046	0	0
G00037	0	0	G00046	0	0
G00046	0	0	G00037	0	0
G00042	0	0	G00043	0	0
G00042	0	0	G00043	0	0
G00043	0	0	G00042	0	0
G00044	0	0	G00045	0	0
G00044	0	0	G00045	0	0
G00045	0	0	G00044	0	0
G00039	0	0	G00040	0	0
G00039	0	0	G00040	0	0
G00040	0	0	G00039	0	0
G00047	0	0	G00048	0	0
G00047	0	0	G00048	0	0
G00048	0	0	G00047	0	0
G00089	0	0	G00090	0	0
G00089	0	0	G00090	0	0
G00090	0	0	G00089	0	0
G00084	0	0	G00085	0	0
G00084	0	0	G00085	0	0
G00085	0	0	G00084	0	0
G00085	0	0	G00086	0	0
G00085	0	0	G00086	0	0
G00086	0	0	G00085	0	0
G00081	0	0	G00082	0	0
G00081	0	0	G00082	0	0
G00082	0	0	G00081	0	0
G00067	0	0	G00076	0	0
G00067	0	0	G00076	0	0
G00076	0	0	G00067	0	0
G00015	0	0	G00016	0	0
G00015	0	0	G00016	0	0
G00014	0	0	G10770	0	0
G00051	0	0	G00052	0	0
G00051	0	0	G00052	0	0
G00052	0	0	G00051	0	0
G00097	0	0	G00099	0	0
G00099	0	0	G00097	0	0
G00050	0	0	G00055	0	0
G00050	0	0	G00055	0	0
G00055	0	0	G00050	0	0
G00057	0	0	G00058	0	0
G00057	0	0	G00058	0	0
G00058	0	0	G00057	0	0
G00067	0	0	G00071	0	0
G00067	0	0	G00071	0	0
G00071	0	0	G00067	0	0
G00073	0	0	G00074	0	0
G00073	0	0	G00074	0	0
G00074	0	0	G00073	0	0
G00078	0	0	G04561	0	0
G04561	0	0	G00078	0	0
G00079	0	0	G04561	0	0
G04561	0	0	G00079	0	0
G00078	0	0	G10511	0	0
G10511	0	0	G00078	0	0
G00079	0	0	G10511	0	0
G10511	0	0	G00079	0	0
G00037	0	0	G00044	0	0
G00037	0	0	G00044	0	0
G00044	0	0	G00037	0	0
G00038	0	0	G00039	0	0
G00038	0	0	G00039	0	0
G00039	0	0	G00038	0	0
G00093	0	0	G00094	0	0
G00094	0	0	G00093	0	0
C00195	0	1	C01190	0	0
C00096	0	1	C03862	0	0
C00110	0	1	C03862	0	0
G00094	0	0	G00095	0	0
G00095	0	0	G00094	0	0
G00092	0	0	G00123	0	0
G00123	0	0	G00092	0	0
G00108	0	0	G00109	0	0
G00109	0	0	G00108	0	0
G00113	0	0	G00114	0	0
G00114	0	0	G00113	0	0
G00118	0	0	G00119	0	0
G00119	0	0	G00118	0	0
G00012	0	0	G00013	0	0
G00012	0	0	G00013	0	0
G00023	0	0	G00031	0	0
G00024	0	0	G00025	0	0
C00110	0	1	C01246	0	0
G00023	0	0	G00024	0	0
G00154	0	0	G00155	0	0
G00155	0	0	G00156	0	0
G00014	0	0	G00015	0	0
G00014	0	0	G00015	0	0
G00015	0	0	G00019	0	0
G00015	0	0	G00020	0	0
G00023	0	0	G00028	0	0
G00067	0	0	G00068	0	0
G00067	0	0	G00068	0	0
G00068	0	0	G00067	0	0
G00050	0	0	G00066	0	0
G00050	0	0	G00066	0	0
G00066	0	0	G00050	0	0
G00067	0	0	G00077	0	0
G00067	0	0	G00077	0	0
G00077	0	0	G00067	0	0
G00050	0	0	G00051	0	0
G00050	0	0	G00051	0	0
G00051	0	0	G00050	0	0
G00037	0	0	G00038	0	0
G00037	0	0	G00038	0	0
G00038	0	0	G00037	0	0
G00020	0	0	G00021	0	0
C04652	0	0	C04932	0	0
C04824	0	0	C04932	0	0
C00029	0	1	C00718	0	0
C00526	0	1	C00106	0	1
C00214	0	1	C00178	0	1
C00214	0	1	C00672	0	1
C00106	0	1	C00299	0	1
C00299	0	1	C00106	0	1
C00380	0	1	C00475	0	1
C00526	0	1	C00106	0	1
C00106	0	1	C00299	0	1
C00299	0	1	C00106	0	1
C07649	0	0	C16633	0	0
C00526	0	1	C00106	0	1
C00214	0	1	C00178	0	1
C00214	0	1	C00672	0	1
C12739	0	0	C07649	0	0
C07649	0	0	C11736	0	0
C00020	0	1	C00147	0	1
C00147	0	1	C00020	0	1
C00144	0	1	C00242	0	1
C00242	0	1	C00144	0	1
C04051	0	0	C04677	0	0
C04677	0	0	C04051	0	0
C00020	0	1	C00147	0	1
C00147	0	1	C00020	0	1
C00144	0	1	C00242	0	1
C00242	0	1	C00144	0	1
C00130	0	1	C00262	0	1
C00262	0	1	C00130	0	1
C00385	1	1	C00655	0	1
C00385	1	1	C00655	0	1
C00655	0	1	C00385	1	1
C00655	0	1	C00385	1	1
C02380	0	0	C04646	0	0
C16614	0	0	C16615	0	0
C07648	0	0	C16619	0	0
C00105	0	1	C00106	0	1
C00106	0	1	C00105	0	1
C00119	0	1	C01103	0	1
C00295	0	1	C01103	0	1
C01103	0	1	C00119	0	1
C01103	0	1	C00295	0	1
C00253	0	1	C01185	0	1
C01185	0	1	C00253	0	1
C00064	0	1	C03090	0	0
C00064	0	1	C03090	0	0
C00119	0	1	C03090	0	0
C00119	0	1	C03090	0	0
C03090	0	0	C00119	0	1
C00119	0	1	C02739	0	0
C00119	0	1	C02739	0	0
C02739	0	0	C00119	0	1
C02739	0	0	C00119	0	1
C00108	1	1	C04302	0	0
C00108	1	1	C04302	0	0
C00119	0	1	C04302	0	0
C04302	0	0	C00108	1	1
C04302	0	0	C00108	1	1
C04302	0	0	C00119	0	1
C03722	0	1	C01185	0	1
C03114	0	0	C04778	0	0
C00144	0	1	C00242	0	1
C00242	0	1	C00144	0	1
C00385	1	1	C00655	0	1
C00385	1	1	C00655	0	1
C00655	0	1	C00385	1	1
C00655	0	1	C00385	1	1
C00190	0	1	C02352	0	0
C00190	0	1	C02352	0	0
C02189	0	0	G00154	0	0
C00170	0	1	C04188	0	0
G00017	0	0	G00018	0	0
G00110	0	0	G00111	0	0
G00111	0	0	G00110	0	0
G00024	0	0	G00026	0	0
G00115	0	0	G00116	0	0
G00116	0	0	G00115	0	0
G00124	0	0	G00125	0	1
G00125	0	1	G00124	0	0
G00097	0	0	G00098	0	0
G00098	0	0	G00097	0	0
G00037	0	0	G00047	0	0
G00037	0	0	G00047	0	0
G00047	0	0	G00037	0	0
C04327	0	0	C01081	0	1
C04752	0	0	C01081	0	1
C00019	0	1	C00073	0	1
C00073	0	1	C00019	0	1
C00073	0	1	C00019	0	1
C00043	0	1	C04631	0	0
C00043	0	1	C04631	0	0
C00066	0	0	C04432	0	0
C00235	0	1	C04432	0	0
C00235	0	1	C04432	0	0
C04432	0	0	C00235	0	1
C04332	0	0	C00255	0	1
C04332	0	0	C04732	0	0
C04732	0	0	C04332	0	0
C15556	0	0	C04332	0	0
C00568	0	0	C00921	0	0
C01300	0	0	C00921	0	0
C00568	0	0	C00921	0	0
C04807	0	0	C00921	0	0
C00134	0	1	C00315	0	1
C00134	0	1	C00315	0	1
C01137	0	1	C00170	0	1
C01137	0	1	C00315	0	1
C01672	0	0	C16565	0	0
C00853	0	1	C00194	0	0
C06505	0	0	C06506	0	0
C05774	0	0	C06508	0	0
C00051	0	1	C02320	0	0
C01322	0	0	C02320	0	0
