kegg	eawag	alam	kegg	eawag	alam
C00031	0	1	C00668	0	0
C00031	0	1	C00668	0	0
C00668	0	0	C00031	0	1
C00031	0	1	C00668	0	0
C00031	0	1	C00668	0	0
C00668	0	0	C00031	0	1
C00794	0	1	C01096	0	0
C00794	0	1	C01096	0	0
C00243	1	1	C05396	0	0
C00243	1	1	C05396	0	0
C00159	1	1	C00275	0	1
C00159	1	1	C00275	0	1
C00275	0	1	C00159	1	1
C00159	1	1	C00275	0	1
C00159	1	1	C00275	0	1
C00275	0	1	C00159	1	1
C00392	0	0	C00644	0	0
C00392	0	0	C00644	0	0
C00140	0	1	C00357	0	1
C00089	0	1	C16688	0	0
C00247	0	1	C02888	0	0
C00247	0	1	C02888	0	0
C01083	0	1	C00689	0	0
C00072	0	1	C16186	0	0
C00072	0	1	C16186	0	0
C00105	0	1	C00106	0	1
C00106	0	1	C00105	0	1
C00199	0	1	C15556	0	0
C00231	0	1	C01101	0	0
C01101	0	0	C00231	0	1
C01101	0	0	C00231	0	1
C14899	0	0	C03291	0	0
C14899	0	0	C03291	0	0
C01101	0	0	C03291	0	0
C03291	0	0	C01101	0	0
C03291	0	0	C01101	0	0
C00245	0	1	C00094	0	1
C00245	0	1	C06735	0	0
C15810	0	0	C15813	0	0
C15812	0	0	C15814	0	0
C15813	0	0	C15814	0	0
C00037	0	1	C15809	0	0
C00156	1	1	C05848	0	0
C00156	1	1	C05848	0	0
C05847	0	0	C05848	0	0
C05847	0	0	C05848	0	0
C05848	0	0	C00156	1	1
C05848	0	0	C05847	0	0
C00156	1	1	C05809	0	0
C00156	1	1	C05809	0	0
C04146	0	0	C05809	0	0
C04146	0	0	C05809	0	0
C05809	0	0	C00156	1	1
C05809	0	0	C04146	0	0
C00156	1	1	C00251	0	0
C00156	1	1	C00251	0	0
C00251	0	0	C00156	1	1
C00251	0	0	C00156	1	1
C05807	0	0	C05848	0	0
C05807	0	0	C05848	0	0
C05848	0	0	C05807	0	0
C05809	0	0	C05810	0	0
C05809	0	0	C05810	0	0
C05810	0	0	C05809	0	0
C05814	0	0	C05815	0	0
C05814	0	0	C05815	0	0
C05815	0	0	C05814	0	0
C17561	0	0	C17562	0	0
C17561	0	0	C17562	0	0
C17562	0	0	C17561	0	0
C00811	0	1	C05627	0	0
C01197	0	1	C06224	0	0
C00146	1	0	C00156	1	1
C00146	1	0	C00156	1	1
C00156	1	1	C00146	1	0
C05807	0	0	C05848	0	0
C05807	0	0	C05848	0	0
C05848	0	0	C05807	0	0
C05809	0	0	C05810	0	0
C05809	0	0	C05810	0	0
C05810	0	0	C05809	0	0
C04652	0	0	C04824	0	0
C04478	0	0	C01187	0	0
C05382	0	1	C07836	0	0
C06397	0	0	C06398	0	0
C00338	0	0	C04473	0	0
C00338	0	0	C03859	0	0
C00338	0	0	C04539	0	0
C02282	0	0	C06112	0	0
C00312	0	0	C00379	0	1
C00379	0	1	C00312	0	0
C01355	0	0	C00095	0	1
C00187	0	1	C00599	0	0
C00049	0	1	C00036	0	1
C01180	0	0	C00073	0	1
C00078	0	1	C00331	0	0
C00079	0	1	C00166	0	1
C00079	0	1	C00166	0	1
C00082	1	1	C01179	1	1
C00082	1	1	C01179	1	1
C00082	1	1	C01179	1	1
C00407	0	1	C00671	0	0
C00671	0	0	C00407	0	1
C00691	0	0	C04287	0	0
C04287	0	0	C00691	0	0
C04287	0	0	C16737	0	0
C16737	0	0	C06892	0	0
C06892	0	0	C06893	0	0
C06893	0	0	C00111	0	1
C06893	0	0	C00222	1	1
C00680	0	0	C03871	0	0
C03871	0	0	C00680	0	0
C05172	0	1	C06482	0	0
C16638	0	0	C06482	0	0
C16638	0	0	C06482	0	0
C00134	0	1	C00555	0	0
C00134	0	1	C00555	0	0
C00555	0	0	C00134	0	1
C00133	0	1	C04260	0	0
G00110	0	0	G00111	0	0
G00111	0	0	G00110	0	0
G00024	0	0	G00026	0	0
G00115	0	0	G00116	0	0
G00116	0	0	G00115	0	0
G00124	0	0	G00125	0	1
G00125	0	1	G00124	0	0
G00097	0	0	G00098	0	0
G00098	0	0	G00097	0	0
G00092	0	0	G00108	0	0
G00108	0	0	G00092	0	0
G00108	0	0	G00113	0	0
G00113	0	0	G00108	0	0
G00113	0	0	G00118	0	0
G00118	0	0	G00113	0	0
G00062	0	0	G00064	0	0
G00062	0	0	G00064	0	0
G00064	0	0	G00062	0	0
G00125	0	1	G00127	0	0
G00127	0	0	G00125	0	1
C01516	0	0	C01735	0	0
C01516	0	0	C01735	0	0
C01735	0	0	C01516	0	0
C01516	0	0	C01735	0	0
C01516	0	0	C01735	0	0
C01735	0	0	C01516	0	0
C00414	1	0	C01880	1	0
C00414	1	0	C01880	1	0
C01880	1	0	C00414	1	0
C01880	1	0	C00414	1	0
C01147	0	0	C12314	0	0
C01147	0	0	C12314	0	0
C12314	0	0	C01147	0	0
C00090	1	0	C00146	1	0
C00146	1	0	C00090	1	0
C00146	1	0	C00090	1	0
C01467	1	0	C02923	1	0
C01467	1	0	C02923	1	0
C02923	1	0	C01467	1	0
C00090	1	0	C02480	1	0
C00090	1	0	C02480	1	0
C02480	1	0	C00090	1	0
C02375	1	0	C03585	1	0
C02375	1	0	C03585	1	0
C03585	1	0	C02375	1	0
C04112	1	0	C06730	1	0
C06730	1	0	C04112	1	0
C06730	1	0	C04112	1	0
C16472	1	0	C16475	1	0
C16472	1	0	C16475	1	0
C16475	1	0	C16472	1	0
C16473	1	0	C16474	1	0
C16473	1	0	C16474	1	0
C16474	1	0	C16473	1	0
C18240	0	0	C18241	0	0
C18240	0	0	C18241	0	0
C18241	0	0	C18240	0	0
C06552	0	0	C06553	0	0
C06552	0	0	C06553	0	0
C06553	0	0	C06552	0	0
C08734	0	0	C08735	0	0
C08735	0	0	C08734	0	0
C08735	0	0	C08734	0	0
C00088	0	1	C00014	0	0
C04178	1	0	C16248	1	0
C04178	1	0	C16248	1	0
C16248	1	0	C04178	1	0
C04409	1	0	C03824	1	0
C00067	1	1	C14180	0	0
C00067	1	1	C14180	0	0
C14180	0	0	C00067	1	1
C14180	0	0	C00067	1	1
C16244	0	0	C11545	0	0
C02191	0	1	C03516	0	0
C02191	0	1	C03516	0	0
C03516	0	0	C02191	0	1
C02191	0	1	C03516	0	0
C02191	0	1	C03516	0	0
C03516	0	0	C02191	0	1
C02191	0	1	C03516	0	0
C02191	0	1	C03516	0	0
C03516	0	0	C02191	0	1
C00024	1	1	C00083	0	1
C00083	0	1	C00024	1	1
C00100	1	1	C00683	0	0
C00683	0	0	C00100	1	1
C00042	1	1	C04593	0	0
C04593	0	0	C00042	1	1
C03134	0	0	C00058	1	1
G00158	0	0	G00159	0	0
G00158	0	0	G00159	0	0
G00159	0	0	G00158	0	0
C00669	0	1	C03646	0	0
C00003	0	1	C00455	0	1
C00857	0	1	C01185	0	1
C03516	0	0	C04536	0	0
C03516	0	0	C04536	0	0
C04536	0	0	C03516	0	0
C00641	0	0	C04046	0	0
C04046	0	0	C06040	0	0
C03167	0	0	C03557	0	1
C03167	0	0	C03557	0	1
C03557	0	1	C03167	0	0
C03557	0	1	C03167	0	0
C00352	0	1	C06156	0	0
G00143	0	0	G00144	0	0
C00153	0	1	C00455	0	1
C00455	0	1	C00153	0	1
C03586	0	0	C14610	0	0
C03586	0	0	C14610	0	0
C14610	0	0	C03586	0	0
C14610	0	0	C03586	0	0
C00101	0	1	C00143	0	1
C00143	0	1	C00101	0	1
C00365	0	1	C00364	0	1
C00279	0	1	C03393	0	0
C03393	0	0	C00279	0	1
C03393	0	0	C06054	0	0
C06054	0	0	C03393	0	0
C11638	0	0	C00627	0	1
G00023	0	0	G00035	0	0
G00026	0	0	G00027	0	0
G00037	0	0	G00047	0	0
G00037	0	0	G00047	0	0
G00047	0	0	G00037	0	0
C00111	0	1	C03722	0	1
C05840	0	0	C03722	0	1
C00120	0	1	C05921	0	1
C05921	0	1	C06250	0	0
C00831	0	1	C01134	0	1
C00864	0	1	C03492	0	0
C04079	0	0	C04352	0	1
C00129	0	1	C11811	0	0
C11811	0	0	C00129	0	1
C11811	0	0	C00129	0	1
C00235	0	1	C11811	0	0
C11811	0	0	C00235	0	1
C11811	0	0	C00235	0	1
C18239	0	0	C05924	0	0
C00575	0	1	C00020	0	1
G00103	0	0	G00104	0	0
G00104	0	0	G00103	0	0
G00050	0	0	G00060	0	0
G00050	0	0	G00060	0	0
G00060	0	0	G00050	0	0
G00067	0	0	G00089	0	0
G00067	0	0	G00089	0	0
G00089	0	0	G00067	0	0
G00069	0	0	G00084	0	0
G00069	0	0	G00084	0	0
G00084	0	0	G00069	0	0
G00071	0	0	G00081	0	0
G00071	0	0	G00081	0	0
G00081	0	0	G00071	0	0
G00055	0	0	G00056	0	0
G00055	0	0	G00056	0	0
G00056	0	0	G00055	0	0
G00089	0	0	G00090	0	0
G00089	0	0	G00090	0	0
G00090	0	0	G00089	0	0
G00084	0	0	G00085	0	0
G00084	0	0	G00085	0	0
G00085	0	0	G00084	0	0
G00085	0	0	G00086	0	0
G00085	0	0	G00086	0	0
G00086	0	0	G00085	0	0
G00081	0	0	G00082	0	0
G00081	0	0	G00082	0	0
G00082	0	0	G00081	0	0
G00067	0	0	G00076	0	0
G00067	0	0	G00076	0	0
G00076	0	0	G00067	0	0
C00378	1	1	C01279	1	0
C00378	1	1	C04294	0	0
G00015	0	0	G00179	0	0
C00641	0	0	C03692	0	0
C00084	1	1	C00189	1	1
C00189	1	1	C00084	1	1
C00084	1	1	C00189	1	1
C00189	1	1	C00084	1	1
C00011	1	1	C00022	1	1
C00011	1	1	C00022	1	1
C00022	1	1	C00011	1	1
C00022	1	1	C00011	1	1
C00022	1	1	C00024	1	1
C00022	1	1	C00024	1	1
C00022	1	1	C00024	1	1
C00022	1	1	C00024	1	1
C00022	1	1	C00024	1	1
C00022	1	1	C00024	1	1
C00024	1	1	C00022	1	1
C00024	1	1	C00022	1	1
C00024	1	1	C00022	1	1
C00024	1	1	C00022	1	1
C00024	1	1	C00022	1	1
C00024	1	1	C00022	1	1
C00258	0	1	C00577	0	1
C00577	0	1	C00258	0	1
C00577	0	1	C00258	0	1
C00455	0	1	C01185	0	1
C00455	0	1	C01185	0	1
G00036	0	0	G00092	0	0
G00092	0	0	G00036	0	0
G00092	0	0	G00036	0	0
C00022	1	1	C00256	1	1
C00256	1	1	C00022	1	1
C00022	1	1	C00256	1	1
C00256	1	1	C00022	1	1
C00036	0	1	C00898	0	0
C00898	0	0	C00036	0	1
C00036	0	1	C00898	0	0
C00898	0	0	C00036	0	1
C00632	1	1	C05640	0	0
C00067	1	1	C00132	1	1
C00132	1	1	C00067	1	1
C00132	1	1	C00067	1	1
C00079	0	1	C02505	0	0
C00632	1	1	C05640	0	0
C00067	1	1	C00132	1	1
C00132	1	1	C00067	1	1
C00132	1	1	C00067	1	1
C00590	0	0	C15805	0	0
C00590	0	0	C15805	0	0
C15805	0	0	C00590	0	0
C02325	0	0	C15806	0	0
C02325	0	0	C15806	0	0
C15806	0	0	C02325	0	0
C02646	0	0	C15804	0	0
C02646	0	0	C15804	0	0
C15804	0	0	C02646	0	0
C12205	0	0	C15807	0	0
C00147	0	1	C00212	0	1
C00212	0	1	C00147	0	1
C00262	0	1	C00294	0	1
C00294	0	1	C00262	0	1
C00242	0	1	C00330	0	1
C00330	0	1	C00242	0	1
C00242	0	1	C00387	0	1
C00387	0	1	C00242	0	1
C00153	0	1	C03150	0	0
C03150	0	0	C00153	0	1
C00253	0	1	C05841	0	0
C05841	0	0	C00253	0	1
C00385	1	1	C01762	0	1
C00385	1	1	C01762	0	1
C01762	0	1	C00385	1	1
C01762	0	1	C00385	1	1
C00526	0	1	C00106	0	1
C00147	0	1	C00559	0	1
C00559	0	1	C00147	0	1
C05512	0	1	C00262	0	1
C00147	0	1	C00212	0	1
C00212	0	1	C00147	0	1
C00262	0	1	C00294	0	1
C00294	0	1	C00262	0	1
C00242	0	1	C00330	0	1
C00330	0	1	C00242	0	1
C00242	0	1	C00387	0	1
C00387	0	1	C00242	0	1
C00153	0	1	C03150	0	0
C03150	0	0	C00153	0	1
C00253	0	1	C05841	0	0
C05841	0	0	C00253	0	1
C00385	1	1	C01762	0	1
C00385	1	1	C01762	0	1
C01762	0	1	C00385	1	1
C01762	0	1	C00385	1	1
C00526	0	1	C00106	0	1
C00147	0	1	C00559	0	1
C00559	0	1	C00147	0	1
C05512	0	1	C00262	0	1
C00944	0	0	C02637	0	0
C00944	0	0	C02637	0	0
C02637	0	0	C00944	0	0
C02637	0	0	C00944	0	0
C00944	0	0	C02637	0	0
C00944	0	0	C02637	0	0
C02637	0	0	C00944	0	0
C02637	0	0	C00944	0	0
C00020	0	1	C00212	0	1
C00055	0	1	C00475	0	1
C00105	0	1	C00299	0	1
C00130	0	1	C00294	0	1
C00144	0	1	C00387	0	1
C00364	0	1	C00214	0	1
C00239	0	1	C00881	0	1
C00330	0	1	C00362	0	1
C00362	0	1	C00330	0	1
C00360	0	1	C00559	0	1
C00559	0	1	C00360	0	1
C00365	0	1	C00526	0	1
C00455	0	1	C03150	0	0
C00655	0	1	C01762	0	1
C00655	0	1	C01762	0	1
C01762	0	1	C00655	0	1
C01185	0	1	C05841	0	0
C05841	0	0	C01185	0	1
C00061	0	1	C00255	0	1
G00050	0	0	G00062	0	0
G00050	0	0	G00062	0	0
G00062	0	0	G00050	0	0
G00067	0	0	G00088	0	0
G00067	0	0	G00088	0	0
G00088	0	0	G00067	0	0
C00748	0	0	C05778	0	0
C05778	0	0	C00748	0	0
C05778	0	0	C00748	0	0
C05778	0	0	C11538	0	0
C16238	0	0	C16237	0	0
C05752	0	0	C16236	0	0
C16239	0	0	C16237	0	0
C00144	0	1	C00242	0	1
C00242	0	1	C00144	0	1
C00385	1	1	C00655	0	1
C00385	1	1	C00655	0	1
C00655	0	1	C00385	1	1
C00655	0	1	C00385	1	1
C17949	0	0	C17962	0	0
C17962	0	0	C17949	0	0
C17962	0	0	C17949	0	0
C00085	0	1	C00354	0	1
C00354	0	1	C00085	0	1
C00354	0	1	C00085	0	1
C00354	0	1	C00085	0	1
C05345	0	0	C05378	0	0
C05345	0	0	C05378	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
G00002	0	0	G00003	0	0
G00002	0	0	G00003	0	0
G10614	0	0	G00003	0	0
G00005	0	0	G10526	0	0
G10526	0	0	G00006	0	0
G00006	0	0	G10595	0	0
G00006	0	0	G10595	0	0
G10617	0	0	G10595	0	0
G10596	0	0	G10597	0	0
G00007	0	0	G10598	0	0
G00007	0	0	G10598	0	0
G10618	0	0	G10598	0	0
G10598	0	0	G10599	0	0
G10599	0	0	G00008	0	0
C00022	1	1	C00041	0	1
C00022	1	1	C00593	0	0
C00041	0	1	C00022	1	1
C00041	0	1	C00245	0	1
C00245	0	1	C00041	0	1
C00245	0	1	C00593	0	0
C00593	0	0	C00022	1	1
C00593	0	0	C00245	0	1
C00593	0	0	C00094	0	1
C00593	0	0	C00227	0	0
C00074	0	1	C04691	0	0
C00074	0	1	C04691	0	0
C00279	0	1	C04691	0	0
C00279	0	1	C04691	0	0
C04691	0	0	C00074	0	1
C04691	0	0	C00279	0	1
C01194	0	0	G00143	0	0
G10610	0	0	G00143	0	0
C00230	1	0	C06672	1	0
C06672	1	0	C00230	1	0
C06672	1	0	C00230	1	0
C02282	0	0	C06112	0	0
C01028	0	0	C03955	0	0
C01028	0	0	C03955	0	0
C03955	0	0	C01028	0	0
C00047	0	1	C01028	0	0
C00047	0	1	C01028	0	0
C01028	0	0	C00047	0	1
C00047	0	1	C04076	0	0
C04076	0	0	C00047	0	1
C04088	0	1	C01203	0	0
C04088	0	1	C01203	0	0
C05764	0	0	C16520	0	0
C00853	0	1	C00194	0	0
C04536	0	0	C11829	0	0
C04536	0	0	C11829	0	0
C11829	0	0	C04536	0	0
C11829	0	0	C11830	0	0
C11829	0	0	C11830	0	0
C11830	0	0	C11829	0	0
C11830	0	0	C11831	0	0
C11830	0	0	C11831	0	0
C11831	0	0	C11830	0	0
C04536	0	0	C11829	0	0
C04536	0	0	C11829	0	0
C11829	0	0	C04536	0	0
C11829	0	0	C11830	0	0
C11829	0	0	C11830	0	0
C11830	0	0	C11829	0	0
C11830	0	0	C11831	0	0
C11830	0	0	C11831	0	0
C11831	0	0	C11830	0	0
C02139	0	0	C02880	0	0
C02880	0	0	C02139	0	0
C02880	0	0	C02139	0	0
C02139	0	0	C02880	0	0
C02880	0	0	C02139	0	0
C02880	0	0	C02139	0	0
C02139	0	0	C02880	0	0
C02880	0	0	C02139	0	0
C02880	0	0	C02139	0	0
C00085	0	1	C00354	0	1
C00354	0	1	C00085	0	1
C00354	0	1	C00085	0	1
C00354	0	1	C00085	0	1
C05345	0	0	C05378	0	0
C05345	0	0	C05378	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C05378	0	0	C05345	0	0
C00024	1	1	C00084	1	1
C00024	1	1	C00084	1	1
C00024	1	1	C00084	1	1
C00024	1	1	C00084	1	1
C00084	1	1	C00024	1	1
C00084	1	1	C00024	1	1
C00084	1	1	C00024	1	1
C00084	1	1	C00024	1	1
C00084	1	1	C00024	1	1
C01412	0	0	C00136	1	1
C00251	0	0	C00254	0	0
C00251	0	0	C00254	0	0
C00254	0	0	C00251	0	0
C00254	0	0	C00251	0	0
C00251	0	0	C00254	0	0
C00251	0	0	C00254	0	0
C00254	0	0	C00251	0	0
C00254	0	0	C00251	0	0
C02222	1	0	C02814	1	0
C02814	1	0	C02222	1	0
C02814	1	0	C02222	1	0
C02814	1	0	C03676	0	0
C02814	1	0	C03676	0	0
C03676	0	0	C02814	1	0
C00230	1	0	C04484	1	0
C00230	1	0	C04484	1	0
C00230	1	0	C04484	1	0
C04484	1	0	C00230	1	0
C03671	1	0	C05616	1	0
C05616	1	0	C03671	1	0
C05616	1	0	C03671	1	0
C05616	1	0	C18345	1	0
C18345	1	0	C05616	1	0
C00230	1	0	C04484	1	0
C00230	1	0	C04484	1	0
C00230	1	0	C04484	1	0
C04484	1	0	C00230	1	0
C03671	1	0	C05616	1	0
C05616	1	0	C03671	1	0
C05616	1	0	C03671	1	0
C05616	1	0	C18345	1	0
C18345	1	0	C05616	1	0
C00230	1	0	C03233	1	0
C03233	1	0	C00230	1	0
C03233	1	0	C00230	1	0
C00587	1	0	C06680	1	0
C06680	1	0	C00587	1	0
C06680	1	0	C00587	1	0
C00331	0	0	C00637	0	1
C00512	1	0	C02949	1	0
C02949	1	0	C00512	1	0
C02949	1	0	C00512	1	0
C02949	1	0	C00512	1	0
C00512	1	0	C02949	1	0
C02949	1	0	C00512	1	0
C02949	1	0	C00512	1	0
C02949	1	0	C00512	1	0
C00512	1	0	C02949	1	0
C02949	1	0	C00512	1	0
C02949	1	0	C00512	1	0
C02949	1	0	C00512	1	0
C00180	1	1	C00512	1	0
C00180	1	1	C00512	1	0
C00180	1	1	C00512	1	0
C00512	1	0	C00180	1	1
C00512	1	0	C06322	1	0
C00512	1	0	C06322	1	0
C06322	1	0	C00512	1	0
C00512	1	0	C06322	1	0
C00512	1	0	C06322	1	0
C06322	1	0	C00512	1	0
C00512	1	0	C06322	1	0
C00512	1	0	C06322	1	0
C06322	1	0	C00512	1	0
C00512	1	0	C06322	1	0
C00512	1	0	C06322	1	0
C06322	1	0	C00512	1	0
C01063	1	0	C06723	1	0
C01063	1	0	C06723	1	0
C06723	1	0	C01063	1	0
C00353	0	1	C06089	0	0
C00353	0	1	C06089	0	0
C06089	0	0	C00353	0	1
C06089	0	0	C06090	0	0
C06089	0	0	C06090	0	0
C06090	0	0	C06089	0	0
C06090	0	0	C11872	0	0
C06090	0	0	C11872	0	0
C11872	0	0	C06090	0	0
C11872	0	0	C11873	0	0
C11872	0	0	C11873	0	0
C11873	0	0	C11872	0	0
C11873	0	0	C11874	0	0
C11873	0	0	C11874	0	0
C11874	0	0	C11873	0	0
C11874	0	0	C11875	0	0
C11874	0	0	C11875	0	0
C11875	0	0	C11874	0	0
C06093	0	0	C11875	0	0
C11875	0	0	C06093	0	0
C11875	0	0	C06093	0	0
C11875	0	0	C11876	0	0
C06093	0	0	C11857	0	0
C06093	0	0	C11857	0	0
C11857	0	0	C06093	0	0
C00859	0	0	C02035	0	0
C02035	0	0	C00859	0	0
C02035	0	0	C00859	0	0
C11863	0	0	C11864	0	0
C11863	0	0	C11864	0	0
C11864	0	0	C11863	0	0
C00859	0	0	C03579	0	0
C02035	0	0	C06096	0	0
C11863	0	0	C11865	0	0
C11864	0	0	C11868	0	0
C11868	0	0	C11869	0	0
C11865	0	0	C11854	0	0
C06096	0	0	C11855	0	0
C03579	0	0	C11870	0	0
C05556	0	0	C05557	0	0
C05556	0	0	C05557	0	0
C05557	0	0	C05556	0	0
C05557	0	0	C06564	0	0
C05557	0	0	C06564	0	0
C06564	0	0	C05557	0	0
C03112	0	0	C06568	0	0
C03112	0	0	C06568	0	0
C06568	0	0	C03112	0	0
C00005	0	1	C00006	0	1
C00005	0	1	C02090	0	0
C03170	0	0	C00006	0	1
C03170	0	0	C02090	0	0
C16564	0	0	C16563	0	0
C16568	0	0	C16567	0	0
C01214	0	0	C01283	0	0
C01214	0	0	C01283	0	0
C01283	0	0	C01214	0	0
C01283	0	0	C01294	0	0
C01283	0	0	C01294	0	0
C01294	0	0	C01283	0	0
C01121	0	0	C04767	0	0
C01121	0	0	C04767	0	0
C03442	0	0	C04767	0	0
C03442	0	0	C04767	0	0
C04767	0	0	C01121	0	0
C04767	0	0	C03442	0	0
C00413	0	0	C01138	0	0
C01138	0	0	C00413	0	0
C01138	0	0	C00413	0	0
C00413	0	0	C01138	0	0
C00132	1	1	C03920	0	0
C00132	1	1	C03920	0	0
C03920	0	0	C00132	1	1
C00860	0	0	C01100	0	0
C01100	0	0	C00860	0	0
C01100	0	0	C00860	0	0
C00097	0	1	C15812	0	0
C15811	0	0	C15812	0	0
C00251	0	0	C00254	0	0
C00251	0	0	C00254	0	0
C00254	0	0	C00251	0	0
C00254	0	0	C00251	0	0
C00254	0	0	C01179	1	1
C00254	0	0	C01179	1	1
C00254	0	0	C01179	1	1
C01179	1	1	C00254	0	0
C01179	1	1	C00254	0	0
C00826	0	0	C00079	0	1
C00166	0	1	C00254	0	0
C00166	0	1	C00254	0	0
C00254	0	0	C00166	0	1
C00254	0	0	C00166	0	1
C00254	0	0	C00166	0	1
C00047	0	1	C01931	0	0
C00047	0	1	C01931	0	0
C00124	0	1	C00880	0	0
C00195	0	1	C02686	0	1
C02934	0	0	C00836	0	1
C00836	0	1	C12126	0	0
C12144	0	0	C12145	0	0
C00319	0	1	C00195	0	1
C00836	0	1	C12126	0	0
C00836	0	1	C12144	0	0
C12126	0	0	C12145	0	0
C00195	0	1	C00550	0	1
C00550	0	1	C00195	0	1
C00195	0	1	C02960	0	1
C00319	0	1	C06124	0	1
C00836	0	1	C01120	0	1
C12147	0	0	C04122	0	0
C00053	0	1	C00054	0	1
C00002	0	1	C00008	0	1
C00008	0	1	C00002	0	1
C00002	0	1	C00020	0	1
C00029	0	1	C00103	0	1
C00029	0	1	C00105	0	1
C00044	0	1	C00144	0	1
C00063	0	1	C00055	0	1
C00075	0	1	C00105	0	1
C00081	0	1	C00130	0	1
C00003	0	1	C00455	0	1
C00857	0	1	C01185	0	1
C00882	0	1	C01134	0	1
C01134	0	1	C00882	0	1
C00805	1	0	C00885	0	0
C00885	0	0	C00805	1	0
C00885	0	0	C00805	1	0
C00014	0	0	C03618	0	0
C03618	0	0	C00014	0	0
C03618	0	0	C01732	0	1
C00250	0	1	C00314	0	1
C00314	0	1	C00250	0	1
C03648	0	0	C05904	0	0
C03648	0	0	C05904	0	0
C05904	0	0	C03648	0	0
C05905	0	0	C05906	0	0
C05906	0	0	C05905	0	0
C05906	0	0	C05905	0	0
C05908	0	0	C05909	0	0
C05909	0	0	C05908	0	0
C05909	0	0	C05908	0	0
C01617	0	0	C05906	0	0
C05906	0	0	C01617	0	0
C05906	0	0	C01617	0	0
C00974	0	0	C03648	0	0
C03648	0	0	C00974	0	0
C03648	0	0	C00974	0	0
C00389	0	0	C01617	0	0
C01617	0	0	C00389	0	0
C01617	0	0	C00389	0	0
C00974	0	0	C05903	0	0
C00974	0	0	C05903	0	0
C05903	0	0	C00974	0	0
C02906	0	0	C10107	0	0
C09826	0	0	C10044	0	0
C00389	0	0	C04443	0	0
C00509	0	0	C05631	0	0
C00509	0	0	C05631	0	0
C05631	0	0	C00509	0	0
C00974	0	0	C01617	0	0
C00974	0	0	C01617	0	0
C01617	0	0	C00974	0	0
C01477	0	0	C01514	0	0
C01477	0	0	C01514	0	0
C01477	0	0	C01514	0	0
C01514	0	0	C01477	0	0
C00389	0	0	C05903	0	0
C05903	0	0	C00389	0	0
C05903	0	0	C00389	0	0
C05903	0	0	C00389	0	0
C09762	0	0	C09614	0	0
C09751	0	0	C01378	0	0
C00786	0	0	C02920	0	0
C02920	0	0	C00786	0	0
C02920	0	0	C00786	0	0
C16226	0	0	C16227	0	0
C16226	0	0	C16227	0	0
C16227	0	0	C16226	0	0
C16226	0	0	C16228	0	0
C06095	0	0	C02034	0	0
C02034	0	0	C02035	0	0
C06094	0	0	C06095	0	0
C11857	0	0	C11860	0	0
C11857	0	0	C11860	0	0
C11860	0	0	C11857	0	0
C11860	0	0	C11861	0	0
C11860	0	0	C11861	0	0
C11861	0	0	C11860	0	0
C11861	0	0	C11863	0	0
C11861	0	0	C11863	0	0
C11863	0	0	C11861	0	0
C00410	0	1	C04042	0	1
C00410	0	1	C04042	0	1
C01176	0	1	C04518	0	0
C03681	0	1	C18041	0	0
C13712	0	1	C18042	0	0
C00280	0	1	C00535	0	1
C00535	0	1	C00280	0	1
C00280	0	1	C00535	0	1
C00535	0	1	C00280	0	1
C00468	0	1	C00951	0	1
C00951	0	1	C00468	0	1
C00468	0	1	C00951	0	1
C00951	0	1	C00468	0	1
C01227	0	1	C04295	0	1
C01227	0	1	C04295	0	1
C00118	0	1	C00236	0	1
C00118	0	1	C00236	0	1
C00118	0	1	C00236	0	1
C00236	0	1	C00118	0	1
C00236	0	1	C00118	0	1
C00236	0	1	C00118	0	1
C00236	0	1	C00118	0	1
C00011	1	1	C00058	1	1
C00011	1	1	C00058	1	1
C00011	1	1	C00058	1	1
C00058	1	1	C00011	1	1
C00059	0	1	C00094	0	1
C00094	0	1	C00059	0	1
C00094	0	1	C00059	0	1
C01019	0	1	C02985	0	0
C01019	0	1	C02985	0	0
C02985	0	0	C01019	0	1
C00084	1	1	C03167	0	0
C03167	0	0	C00084	1	1
C03167	0	0	C00084	1	1
C03028	0	1	C00068	0	1
C00204	0	0	C00257	0	1
C00257	0	1	C00204	0	0
C00257	0	1	C00204	0	0
C00880	0	0	C01216	0	0
C00427	0	1	C00584	0	1
C00089	0	1	C00095	0	1
C01083	0	1	C00031	0	1
C01083	0	1	C00663	0	0
C00844	0	0	C00561	0	0
C08325	0	0	C00844	0	0
C05712	0	0	C05713	0	0
C05713	0	0	C05712	0	0
C05713	0	0	C05712	0	0
C05838	0	0	C05839	0	0
C05839	0	0	C05838	0	0
C05839	0	0	C05838	0	0
C00844	0	0	C00561	0	0
C08325	0	0	C00844	0	0
C05712	0	0	C05713	0	0
C05713	0	0	C05712	0	0
C05713	0	0	C05712	0	0
C05838	0	0	C05839	0	0
C05839	0	0	C05838	0	0
C05839	0	0	C05838	0	0
C00310	0	1	C00379	0	1
C00379	0	1	C00310	0	1
C00199	0	1	C01068	0	0
C01068	0	0	C00199	0	1
C00134	0	1	C02723	0	0
C00134	0	1	C02723	0	0
