rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1620	c1392	c1399	e0308	1.3.1.87	C12622		C12623	
r1619	c1391	c1392	e0307	1.14.12.19	C00423	C10438	C12622	
r1621	c1399	c1400	e0309	1.13.11.16	C12623		C12624	
r1622	c1400	c0102	e0310	3.7.1.14	C12624		C00596	
