r1247	1.13.12.-	C07481	C07480
r1251	1.13.12.-	C07481	C13747
r1249	1.14.13.128	C16353	C00385	R07965	R07966
r1250	1.17.3.2	C07480	C16361
r1252	1.17.3.2	C13747	C16356	R07977
r1253	1.17.3.2	C16353	C16355	R07979
r1257	1.13.12.-	C13747	C16353
r1321	1.17.5.-	C07481	C16361
r1248	1.13.12.-	C07480	C16353
r1322	1.7.3.3	C16361	C16362	R07981
r1323		C16362	C16364	R07982
