rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1205	c1039	c1063	e0154	1.14.12.10	C02370	C02371	C16480	
r1208	c1074	c1065	e0133	5.5.1.1	C16474	C03585	C16476	C04522
r1210	c1039	c1061	e0112	6.2.1.33	C02370	C02371	C06387	C02802
r1206	c1063	c1064	e0219	1.3.1.25	C16480		C16473	C02375;C14843
r1207	c1064	c1074	e0064	1.13.11.1	C16473	C02375;C14843	C16474	C03585
r1209	c1065	c0099	e0066	3.1.1.45	C16476	C04522	C02222	
r1211	c1061	c0124	e0113	3.8.1.7	C06387	C02802	C02949	
