r0251	1.14.12.12	C07113	C07189	R05427
r0309	1.3.1.66	C06727	C06728	R05313
r0100	4.1.3.39	C03589	C00084	R00750
r0247	1.14.12.-	C07111	C06727	R05440
r0248	1.14.12.12	C07111	C19506
r0248	1.14.12.12	C07111	C07083	R05424
r0249	1.14.12.12	C07111	C11348	R05425
r0249	1.14.12.12	C07111	C07112
r0310	1.13.11.-	C06728	C07123	R05416
r0311	3.7.1.-	C07123	C00596	R05366
r0101	4.2.1.80	C00596	C03589	R02601
r0250	1.14.12.12	C11348	C07113	R05426
r0250	1.14.12.12	C07112	C07113
