rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0218	c0245	c0246	e0192	1.14.12.14	C06333		C06336	
r0219	c0246	c0247	e0156	1.13.11.2	C06336		C02501	
