rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1064	c0971	c0974	e0397	3.3.2.10	C13964	C06454	C06452	
r1073	c0971	c0972	e0665	2.5.1.18	C13964	C06454	C03451	
r1074	c0971	c0973	e0666	2.5.1.-	C13964	C06454	C13734	
