rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0323	c0317	c0322	e0249	1.14.99.-	C16193		C16196	
r0324	c0322	c0323	e0250	1.13.11.-	C16196		C16198	
r0325	c0323	c0159			C16198		C00022	
r0318	c0321	c0129	e0249	1.14.99.-	C16202		C03012	
r0320	c0320	c0129	e0249	1.14.99.-	C16201		C03012	
r0322	c0319	c0322	e0249	1.14.99.-	C16194		C16196	
r0326	c0324	c0325	e0918	1.14.-.-	C16199		C00628	
