rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1455	c1259	c1260	e0927	3.5.99.2	C20267		C01279	
r1454	c1258	c1259	e0926	3.5.1.-	C19872		C20267	
r1461	c1257	c1258			C00378		C19872	
