rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1564	c1358	c1359	e1053	3.5.1.-	C20792		C18601	C00712;C01712
r1565	c1360	c0137	e1020	1.4.99.2	C00245		C00218	
