rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1734	c1498	c1499	e1164	6.2.1.-	C01588		C22289	
r1735	c1499	c1500	e1165	1.13.11.-	C22289		C22289	
r1736	c1500	c0363	e1166	2.3.1.-	C22289		C00100	C02843
r1737	c1501	c1502	e1167	1.13.11.-	C15475		C06760	
r1738	c1502	c1503	e1168	1.2.1.-	C06760		C07478	
