r1546	1.7.1.-	C16398	C14401	R09230	R09240
r1547	1.7.1.-	C18320	C14401	R09235	R09243
r1501	1.14.12.-	C11006	C18315
r1506	3.7.1.-	C18318	C00349
r1506	3.7.1.-	C18318	C06002	R09238
r1506	3.7.1.-	C18318	C21030
r1543	1.7.1.-	C11006	C16398	R09231	R09241
r1544	1.7.1.-	C11006	C18320	R09232	R09242
r1552		C14401	C00011
r1502	1.13.12.-	C18315	C18316
r1503	1.1.1.-	C18316	C18317	R09236
r1504	1.13.11.-	C18317	C18318	R09237
