rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0083	c0148	c0149	e0067	4.2.1.84	C01998		C01659	
r0084	c0149	c0113	e0068	3.5.1.4	C01659		C00511	C19501
r0085	c0113	c0150	e0069	2.8.3.12	C00511	C19501	C00894	
r0086	c0150	c0151	e0070	4.2.1.54	C00894		C00827	
r0087	c0151	c0152	e0071	2.8.3.1	C00827		C00186	C01432;C00256
r0622	c0148	c0113	e0413	3.5.5.7	C01998		C00511	C19501
