rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0591	c0526	c0160	e0394	4.2.1.112	C01548		C00084	
r0592	c0526	c0359	e0395	1.18.6.1	C01548		C19503	C06547
r0593	c0359	c0527	e0039	1.14.13.69	C19503	C06547	C06548	
r0594	c0527	c0542	e0397	3.3.2.10	C06548		C15588	C01380
r0595	c0919	c0031	e0398	1.1.1.-	C00010		C00024	
