rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0160	c0118	c0133	e0002	1.14.12.12	C20125		C06721	
r0161	c0133	c0196	e0122	1.3.1.29	C06721		C06722	
r0162	c0196	c0197	e0255	1.13.11.56	C06722			
r0163	c0197	c0198	e0163	5.99.1.4				
r0164	c0198	c0199	e0257	4.1.2.25				
r0505	c0199	c0131					C00011	
