r0189	6.2.1.25	C00539	C00512
r0189	6.2.1.25	C00180	C00512	R01422
r0245	1.14.12.10	C00539	C04634
r0245	1.14.12.10	C00539	C06321
r0245	1.14.12.10	C00180	C04634	R07188
r0245	1.14.12.10	C00180	C06321	R05621	R05622
r0623	1.14.13.12	C00539	C00156
r0623	1.14.13.12	C00180	C00156
r0632	1.14.12.13	C02359	C00090
r0632	1.14.12.13	C02359	C05060
r0632	1.14.12.13	C02359	C01785
r0632	1.14.12.13	C02359	C15571
r0632	1.14.12.13	C02357	C00090	R01033
r0632	1.14.12.13	C02357	C05060
r0632	1.14.12.13	C02357	C01785
r0632	1.14.12.13	C02357	C15571
r1746	1.14.13.-	C00512	C19684
r0246	1.3.1.25	C04634	C00090
r0246	1.3.1.25	C04634	C05060
r0246	1.3.1.25	C04634	C01785
r0246	1.3.1.25	C04634	C15571
r0246	1.3.1.25	C06321	C00090	R00813
r0246	1.3.1.25	C06321	C05060
r0246	1.3.1.25	C06321	C01785
r0246	1.3.1.25	C06321	C15571
r1667	1.14.12.-	C12284	C00090
r1667	1.14.12.-	C12284	C05060
r1667	1.14.12.-	C12284	C01785
r1667	1.14.12.-	C12284	C15571
r1667	1.14.12.-	C12283	C00090
r1667	1.14.12.-	C12283	C05060
r1667	1.14.12.-	C12283	C01785
r1667	1.14.12.-	C12283	C15571
r1747	4.1.2.44	C19684	C19683	R09556
r1748	1.2.1.77	C19683	C19682	R09554
r1750		C19682	C00091
