rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0059	c0079	c0066	e0049	3.3.2.-	C10920		C00116	
r0702	c0622	c0623	e0003	3.8.1.5	C14400	C14336	C19224	
r0703	c0623	c0624	e0048	4.5.1.-	C19224		C14449	
r0704	c0624	c0625	e0049	3.3.2.-	C14449		C18676	
r0705	c0625	c0079	e0048	4.5.1.-	C18676		C10920	
