rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0033	c0117	c0267	e0211	6.4.1.8	C07113		C07114	
r0242	c0267	c0268	e0212	6.2.1.-	C07114		C07118	
r0032	c0266	c0117	e0210	1.1.1.311	C07112	C11348	C07113	
r0234	c0116	c0266	e0209	1.17.99.2	C07111		C07112	C11348
r0243	c0268	c0031	e0213	2.3.1.-	C07118		C00024	
