r1638	1.13.11.-	C05616	C18345	R09272
r1640	3.1.1.-	C18345	C04434
r1673	1.13.11.57	C01424	C04434	R09565
r1674		C18345	C03671	R09274
r1675	1.2.1.-	C04484	C03671
r1632	2.1.1.-	C10833	C05616	R09270
r1639	1.13.11.8	C05616	C03671	R04280
r1641	3.1.1.57	C03671	C04434	R04277
r1672	2.1.1.-	C05616	C01424
