rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0659	c0491	c0589	e0421	4.3.3.-	C06771		C06772	
r0660	c0589	c0594	e0421	4.3.3.-	C06772		C00189	
