rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0968	c0881	c0882	e0611	1.14.14.-	C05942		C19721	
r0969	c0882	c0883	e0612	5.3.2.-	C19721		C02237	
r0984	c0883	c0880	e0613	3.5.2.-	C02237		C00026	
r0970	c0881	c0879	e0614	4.1.1.93	C05942		C19907	
