r0149	4.1.1.55	C03233	C00230	R01635
r0152	4.1.1.55	C06680	C00587	R05375
r0153	1.14.13.23	C00587	C00230	R01628
r1446	4.1.1.-	C03223	C00196
r1447	4.1.1.-	C03223	C00230
r0102	1.14.12.7	C01606	C04783	R03630
r0142	1.3.1.64	C04783	C03233	R05275
r0321	4.1.1.-	C06337	C00539
r0321	4.1.1.-	C06337	C00180
r1444	1.14.12.-	C01606	C18314	R09227
r1445	1.3.1.-	C18314	C03223	R09228
r0150	1.14.12.15	C06337	C06318	R05148
r0151	1.3.1.53	C06318	C00230	R01633
