rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0633	c0524	c0050			C06550		C00033	C12554
r0634	c0532	c0540	e0037	1.20.9.1	C06697	C12486	C18648	C01478;C11215
r0635	c0540	c0532	e0261	1.20.4.1	C18648	C01478;C11215	C06697	C12486
