rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0014	c0021	c0022	e0018	1.2.-.-	C16835		C00989	C01991
r0016	c0033	c0022	e0017	3.1.1.-	C01770		C00989	C01991
r0018	c0024	c0033	e0016	1.1.-.-	C01770		C01770	
r0019	c0024	c0021	e0026	5.3.99.-	C01770		C16835	
r0017	c0019	c0024	e0015	1.14.13.-	C01770		C01770	
