rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0137	c0188	c0189	e0110	6.2.1.-	C06670		C06671	
r0138	c0189	c0190	e0111	1.3.1.63	C06671		C02802	C06387
r0139	c0103	c0190	e0112	6.2.1.33	C02371	C02370	C02802	C06387
r0140	c0190	c0124	e0113	3.8.1.7	C02802	C06387	C02949	
r0141	c0124	c0104	e0118	3.1.2.23	C02949		C00156	
