rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r0688	c0286	c0287	e0433	3.8.1.-	C06615	C06614	C00222	
r0266	c0287	c0160	e0634	4.1.1.-	C00222		C00084	
r0689	c0620	c0287	e0434	3.8.1.-	C06614	C06615	C00222	
