rxn	eawagCMPid1	eawagCMPid2	eawagENZid	expasyECnum	keggCMP1BestHit	keggCMP1alternatives	keggCMP2BestHit	keggCMP2alternatives
r1237	c1106	c1107	e0777	3.13.1.-	C02411		C20447	
r1235	c1084	c1105	e0775	1.14.99.35	C07347		C07348	
r1236	c1105	c1106	e0776	3.1.2.-	C07348		C02411	
r1238	c1107	c0880	e0778	3.1.2.-	C20447		C00026	
r1283	c1083	c1123						
r1234	c1083	c1084	e0774	6.2.1.-			C07347	
r1282	c1083	c1124					C11074	
